Source,Target,Weight,Label
dhq-000031,genoni2005,2,genoni2005
dhq-000031,gregory2002,2,gregory2002
dhq-000031,fee2008,2,fee2008
dhq-000031,bell2008,2,bell2008
dhq-000031,knowles2002,2,knowles2002
dhq-000031,crawford2008,2,crawford2008
dhq-000031,hill2006,4,hill2006
dhq-000031,guthrie2008,2,guthrie2008
dhq-000031,smith2005,2,smith2005
dhq-000031,ohazama2007,2,ohazama2007
dhq-000031,putz1994,2,putz1994
dhq-000031,shadbolt2006,2,shadbolt2006
dhq-000031,bhasker2007,2,bhasker2007
dhq-000031,smith2002,3,smith2002
dhq-000031,peuquet2002,2,peuquet2002
dhq-000031,rydberg-cox2007,2,rydberg-cox2007
dhq-000031,sterling2007,2,sterling2007
dhq-000031,welshons2007,3,welshons2007
dhq-000031,asadi2007,2,asadi2007
dhq-000031,shaalan2008,2,shaalan2008
dhq-000031,schutzberg2007,2,schutzberg2007
dhq-000031,boast2007,2,boast2007
dhq-000031,fabricius1888,2,fabricius1888
dhq-000031,scaife2006,2,scaife2006
dhq-000031,kozareva2006,2,kozareva2006
dhq-000031,kiepert1878,2,kiepert1878
dhq-000031,smith2002a,2,smith2002a
dhq-000031,ratliff2007,1,ratliff2007
dhq-000031,mohr1997,2,mohr1997
dhq-000031,knowles2008,2,knowles2008
dhq-000031,foss2007,2,foss2007
dhq-000031,stodle2007,2,stodle2007
dhq-000031,crane2006a,2,crane2006a
dhq-000031,wilson2007,2,wilson2007
dhq-000031,crane2001,2,crane2001
dhq-000031,goodchild2007a,1,goodchild2007a
dhq-000031,executive_order_12906,2,executive_order_12906
dhq-000031,smith2001,3,smith2001
dhq-000031,hartzler1998,1,hartzler1998
dhq-000031,chavez1999,2,chavez1999
dhq-000031,berlind2007,2,berlind2007
dhq-000031,turner2006,2,turner2006
dhq-000031,carlson2007,1,carlson2007
dhq-000031,petrou2007,2,petrou2007
dhq-000031,goodchild2007,2,goodchild2007
dhq-000031,elliott2006,2,elliott2006
dhq-000031,cohen2008,2,cohen2008
dhq-000031,talbert1992,2,talbert1992
dhq-000031,gillies2008,2,gillies2008
dhq-000031,executive_order_13286,2,executive_order_13286
dhq-000031,kiepert1881,2,kiepert1881
dhq-000031,elliott2008b,2,elliott2008b
dhq-000031,miller2007,2,miller2007
dhq-000031,mohammed2002,2,mohammed2002
dhq-000031,hudson-smith2008,2,hudson-smith2008
dhq-000031,elliott2008,2,elliott2008
dhq-000031,dunn2008,2,dunn2008
dhq-000031,lucarelli2007,2,lucarelli2007
dhq-000031,czerwinski2006,2,czerwinski2006
dhq-000031,bunbury1883,2,bunbury1883
dhq-000031,buckland2004,3,buckland2004
dhq-000031,syme1995,2,syme1995
dhq-000031,mostern2008,2,mostern2008
dhq-000031,office2000,2,office2000
dhq-000031,crane2006b,2,crane2006b
dhq-000031,boonstra2004,2,boonstra2004
dhq-000031,sahin2007,2,sahin2007
dhq-000031,badger2007,2,badger2007
dhq-000031,spiro2008,2,spiro2008
dhq-000031,crane2006,2,crane2006
dhq-000031,nadeau2006,2,nadeau2006
dhq-000031,kiepert1902,2,kiepert1902
dhq-000032,matthews1972,2,matthews1972
dhq-000032,huffman2007,2,huffman2007
dhq-000032,finkel2002,2,finkel2002
dhq-000032,finkel2007a,3,finkel2007a
dhq-000032,evans1989,2,evans1989
dhq-000032,blevins2006,2,blevins2006
dhq-000032,finkel2007b,4,finkel2007b
dhq-000032,anderson1992,2,anderson1992
dhq-000032,corbett1993,2,corbett1993
dhq-000032,zwicky1985,2,zwicky1985
dhq-000032,finkel2008,2,finkel2008
dhq-000032,blevins2005,2,blevins2005
dhq-000032,stump2001,2,stump2001
dhq-000033,penn,2,penn
dhq-000033,freund1840,2,freund1840
dhq-000033,giza,2,giza
dhq-000033,bamman2007,2,bamman2007
dhq-000033,elexiko,2,elexiko
dhq-000033,tll,2,tll
dhq-000033,charniak2000,2,charniak2000
dhq-000033,brants2006,2,brants2006
dhq-000033,lesk1986,2,lesk1986
dhq-000033,mcdonald2005,2,mcdonald2005
dhq-000033,mihalcea2004,2,mihalcea2004
dhq-000033,niermeyer1976,2,niermeyer1976
dhq-000033,bamman2008,3,bamman2008
dhq-000033,melcuk1988,2,melcuk1988
dhq-000033,pinkster1990,2,pinkster1990
dhq-000033,pdt,2,pdt
dhq-000033,old,2,old
dhq-000033,thomisticus,2,thomisticus
dhq-000033,nivre2006,2,nivre2006
dhq-000033,gale1992,3,gale1992
dhq-000033,mccarthy2004,2,mccarthy2004
dhq-000033,brown1991,3,brown1991
dhq-000033,lsj,1,lsj
dhq-000033,grozea2004,2,grozea2004
dhq-000033,lewisshort,2,lewisshort
dhq-000033,miller1993,2,miller1993
dhq-000033,busa2004,2,busa2004
dhq-000033,schutz1895,2,schutz1895
dhq-000033,sinclair1987,2,sinclair1987
dhq-000033,collins1999,2,collins1999
dhq-000033,wordnet,2,wordnet
dhq-000033,moore2002,2,moore2002
dhq-000033,tufis2004,2,tufis2004
dhq-000033,andrews1850,2,andrews1850
dhq-000033,singh2005,2,singh2005
dhq-000033,bourne1916,2,bourne1916
dhq-000033,kilgarriff2004,2,kilgarriff2004
dhq-000033,banerjee2002,2,banerjee2002
dhq-000034,crane2008,2,crane2008
dhq-000034,crane2005,2,crane2005
dhq-000034,bollacker1998,2,bollacker1998
dhq-000034,lin2008,2,lin2008
dhq-000034,ramel2007,2,ramel2007
dhq-000034,biber1993,2,biber1993
dhq-000034,crane2006a,2,crane2006a
dhq-000034,smith2001,2,smith2001
dhq-000034,hall1913,2,hall1913
dhq-000034,schmid2008,2,schmid2008
dhq-000034,cheng2001,2,cheng2001
dhq-000034,mimno2007,2,mimno2007
dhq-000034,cheng2002,2,cheng2002
dhq-000034,don2007,2,don2007
dhq-000034,doerr2008,2,doerr2008
dhq-000034,lu2007,2,lu2007
dhq-000034,schilit2008,2,schilit2008
dhq-000034,douglas2003,2,douglas2003
dhq-000034,fitschen2008,2,fitschen2008
dhq-000034,stewart2007,2,stewart2007
dhq-000034,kyrillidou2008,2,kyrillidou2008
dhq-000034,faure2007,2,faure2007
dhq-000034,marinai2007,2,marinai2007
dhq-000034,lavoie2005,2,lavoie2005
dhq-000034,crane2006b,2,crane2006b
dhq-000034,reynaert2008,2,reynaert2008
dhq-000034,crane2006,2,crane2006
dhq-000035,ernst-gerlach2008,2,ernst-gerlach2008
dhq-000035,pantel2002,2,pantel2002
dhq-000035,marchionini1994,2,marchionini1994
dhq-000035,bamman2007,2,bamman2007
dhq-000035,crane2005,2,crane2005
dhq-000035,sankar2006,2,sankar2006
dhq-000035,marchionini2000,2,marchionini2000
dhq-000035,johnson2007,2,johnson2007
dhq-000035,romanello2008,2,romanello2008
dhq-000035,eder2007,2,eder2007
dhq-000035,jones2007,2,jones2007
dhq-000035,pritchard2008,2,pritchard2008
dhq-000035,byrne2007,2,byrne2007
dhq-000035,martin1996,2,martin1996
dhq-000035,hockx-yu2006,2,hockx-yu2006
dhq-000035,smith2008,2,smith2008
dhq-000035,bamman2008,2,bamman2008
dhq-000035,grafton2007,2,grafton2007
dhq-000035,petrelli2006,2,petrelli2006
dhq-000035,dekhtyar2006,2,dekhtyar2006
dhq-000035,bamman2006,2,bamman2006
dhq-000035,liu2007,2,liu2007
dhq-000035,carpuat2005,2,carpuat2005
dhq-000035,monella2008,2,monella2008
dhq-000035,nadeau2007,2,nadeau2007
dhq-000035,berti2007,2,berti2007
dhq-000035,panitch2005,2,panitch2005
dhq-000035,ide1998,2,ide1998
dhq-000035,dawkins1976,2,dawkins1976
dhq-000035,vonhumboldt1821,2,vonhumboldt1821
dhq-000035,pouliquen2003,2,pouliquen2003
dhq-000035,robinson2005,2,robinson2005
dhq-000035,campbell2006,2,campbell2006
dhq-000035,raymond1987,2,raymond1987
dhq-000035,pomerantz2007,2,pomerantz2007
dhq-000035,feng2006,2,feng2006
dhq-000035,atkins2003,1,atkins2003
dhq-000035,turing1950,2,turing1950
dhq-000035,giles2005,2,giles2005
dhq-000035,kaufman2007,2,kaufman2007
dhq-000035,derrida1981,2,derrida1981
dhq-000035,zavlavsky2001,2,zavlavsky2001
dhq-000035,crane1991,2,crane1991
dhq-000035,emerson1971,2,emerson1971
dhq-000035,vonranke1973,2,vonranke1973
dhq-000035,lu2007,2,lu2007
dhq-000035,deng2006,2,deng2006
dhq-000035,porter2006,2,porter2006
dhq-000035,schilit2008,2,schilit2008
dhq-000035,bankier2008,2,bankier2008
dhq-000035,shirky2008,1,shirky2008
dhq-000035,foxe1965,2,foxe1965
dhq-000035,rosenzweig2006,2,rosenzweig2006
dhq-000035,cardey2006,2,cardey2006
dhq-000035,toselli2007,2,toselli2007
dhq-000035,packard1973,2,packard1973
dhq-000035,mccown2005,2,mccown2005
dhq-000035,hahn2008,2,hahn2008
dhq-000035,parrott2004,2,parrott2004
dhq-000035,schreibman2003,2,schreibman2003
dhq-000035,mobley1998,2,mobley1998
dhq-000035,crane2006,2,crane2006
dhq-000037,rosenberg2007,2,rosenberg2007
dhq-000038,kretzschmar1992,2,kretzschmar1992
dhq-000038,kretzschmar2002a,2,kretzschmar2002a
dhq-000038,kretzschmar2004,2,kretzschmar2004
dhq-000038,kirk1991,2,kirk1991
dhq-000038,kretzschmar1996a,2,kretzschmar1996a
dhq-000038,mcsparran2000,2,mcsparran2000
dhq-000038,lee1993,2,lee1993
dhq-000038,kretzschmar2005b,2,kretzschmar2005b
dhq-000038,kretzschmar2003,2,kretzschmar2003
dhq-000038,kretzschmar1988,2,kretzschmar1988
dhq-000038,kretzschmar1996b,2,kretzschmar1996b
dhq-000038,kretzschmar1994,2,kretzschmar1994
dhq-000038,kretzschmar2006,2,kretzschmar2006
dhq-000038,kretzschmar1997,2,kretzschmar1997
dhq-000038,kretzschmar2002b,2,kretzschmar2002b
dhq-000038,kirk1992,2,kirk1992
dhq-000038,kretzschmar2005a,2,kretzschmar2005a
dhq-000039,pgwde2007,2,pgwde2007
dhq-000039,pierazzo2007,2,pierazzo2007
dhq-000039,flanders2007,2,flanders2007
dhq-000039,pgw1976,2,pgw1976
dhq-000039,bryant2006,2,bryant2006
dhq-000039,landow1992,3,landow1992
dhq-000039,wiki2007,2,wiki2007
dhq-000039,landow1991,2,landow1991
dhq-000039,bryant2000,2,bryant2000
dhq-000040,acls2006,2,acls2006
dhq-000040,nora,1,nora
dhq-000040,mandell,1,mandell
dhq-000040,wwp,1,wwp
dhq-000040,warwick2006,1,warwick2006
dhq-000040,brown2006,2,brown2006
dhq-000040,disclaimer,2,disclaimer
dhq-000040,tenopir2003,1,tenopir2003
dhq-000040,wiberley2000,1,wiberley2000
dhq-000040,harley2006,1,harley2006
dhq-000040,eaves,1,eaves
dhq-000040,brown2006a,1,brown2006a
dhq-000040,internet_library1999,2,internet_library1999
dhq-000040,wiberley1991,1,wiberley1991
dhq-000040,bryant2006,2,bryant2006
dhq-000040,levine-clark2007,1,levine-clark2007
dhq-000040,dnb2004,1,dnb2004
dhq-000040,hayles2003,1,hayles2003
dhq-000040,oed2007,3,oed2007
dhq-000040,crane,1,crane
dhq-000040,warwick2004,2,warwick2004
dhq-000040,montagu1993,2,montagu1993
dhq-000040,macdonald,2,macdonald
dhq-000041,argamon2006,2,argamon2006
dhq-000041,ramsay2005,2,ramsay2005
dhq-000041,crane2006,2,crane2006
dhq-000042,koppel2002,2,koppel2002
dhq-000042,tannen1994,2,tannen1994
dhq-000042,olsen2005,7,olsen2005
dhq-000042,philomine2007,2,philomine2007
dhq-000042,stein,1,stein
dhq-000042,joachims1999,2,joachims1999
dhq-000042,treetagger,1,treetagger
dhq-000042,svmlight,1,svmlight
dhq-000042,artfl2008,2,artfl2008
dhq-000042,argamon2003,6,argamon2003
dhq-000042,olsen2004,6,olsen2004
dhq-000043,koppel2002,2,koppel2002
dhq-000043,svm_light,1,svm_light
dhq-000043,zanni2006,2,zanni2006
dhq-000043,philologic2007,2,philologic2007
dhq-000043,ruiz1998,2,ruiz1998
dhq-000043,zanghirati2003,2,zanghirati2003
dhq-000043,philomine2007,2,philomine2007
dhq-000043,weka3,1,weka3
dhq-000043,parallel_gpdt,1,parallel_gpdt
dhq-000043,joachims1999,2,joachims1999
dhq-000043,bldr2005,2,bldr2005
dhq-000043,argamon2003,3,argamon2003
dhq-000044,blanchard2002,2,blanchard2002
dhq-000044,hoyt1965,2,hoyt1965
dhq-000044,anderson1984,2,anderson1984
dhq-000044,lough1973,2,lough1973
dhq-000044,schwab1971,2,schwab1971
dhq-000044,hand2001,2,hand2001
dhq-000044,andreev1999,2,andreev1999
dhq-000044,morrissey2001,2,morrissey2001
dhq-000044,brian1998,2,brian1998
dhq-000044,leca-tsiomis1999,2,leca-tsiomis1999
dhq-000044,witten2005,2,witten2005
dhq-000044,proust1995,2,proust1995
dhq-000045,mcgann2001,2,mcgann2001
dhq-000045,hayles2002,2,hayles2002
dhq-000045,birkerts1994,1,birkerts1994
dhq-000045,gates1987,1,gates1987
dhq-000046,coover1992,1,coover1992
dhq-000046,profession2007,1,profession2007
dhq-000046,hayles2006,1,hayles2006
dhq-000046,bootz2006,1,bootz2006
dhq-000046,eskelinen2004,1,eskelinen2004
dhq-000046,coover1999,1,coover1999
dhq-000046,kaiser2005,2,kaiser2005
dhq-000046,aarseth1997,1,aarseth1997
dhq-000046,hayles2007,2,hayles2007
dhq-000046,nea2007,2,nea2007
dhq-000047,americansouth2002,2,americansouth2002
dhq-000047,deleuze1987,2,deleuze1987
dhq-000049,goffman1981,3,goffman1981
dhq-000049,munsterberg1909,2,munsterberg1909
dhq-000049,billinghurst2002,2,billinghurst2002
dhq-000049,ccs2007,2,ccs2007
dhq-000049,bauerlein2007,2,bauerlein2007
dhq-000049,liang2005,2,liang2005
dhq-000049,crary1999,2,crary1999
dhq-000049,cole2007,3,cole2007
dhq-000049,benjamin1986,2,benjamin1986
dhq-000049,meyrowitz1985,2,meyrowitz1985
dhq-000049,winner2009,2,winner2009
dhq-000049,page2005,2,page2005
dhq-000049,edmundson2008,2,edmundson2008
dhq-000049,billinghurst2007,2,billinghurst2007
dhq-000049,thaler2008,3,thaler2008
dhq-000049,thaler2008a,1,thaler2008a
dhq-000049,lanham1997,2,lanham1997
dhq-000049,harry2008,2,harry2008
dhq-000049,simmel1971,2,simmel1971
dhq-000049,lanham2006,3,lanham2006
dhq-000050,unsworth2006,1,unsworth2006
dhq-000050,zorich2008,1,zorich2008
dhq-000050,udl,1,udl
dhq-000051,shillingsburg1996,2,shillingsburg1996
dhq-000051,current2007,2,current2007
dhq-000051,marcus1996,2,marcus1996
dhq-000051,mckenzie1985,2,mckenzie1985
dhq-000051,warren1989,3,warren1989
dhq-000051,greetham1992,2,greetham1992
dhq-000051,shillingsburg2006,2,shillingsburg2006
dhq-000051,given2005,2,given2005
dhq-000051,robinson2005,2,robinson2005
dhq-000051,mcgann1983,2,mcgann1983
dhq-000051,obama2008,2,obama2008
dhq-000051,where2004,2,where2004
dhq-000051,robinson1996,2,robinson1996
dhq-000051,mcleod1982,2,mcleod1982
dhq-000051,weitenberg2007,2,weitenberg2007
dhq-000051,sperberg1996,2,sperberg1996
dhq-000051,robinson1997,2,robinson1997
dhq-000051,shaw2006,2,shaw2006
dhq-000051,robinson2000,2,robinson2000
dhq-000052,erdman1988,1,erdman1988
dhq-000052,preston2005,1,preston2005
dhq-000052,bielstein2006,1,bielstein2006
dhq-000052,bindman,2,bindman
dhq-000052,howard2006,1,howard2006
dhq-000052,eaves2006,1,eaves2006
dhq-000052,misic2002a,2,misic2002a
dhq-000052,thomas2007,2,thomas2007
dhq-000052,mihm2006,1,mihm2006
dhq-000052,waal,1,waal
dhq-000052,cerf2008,2,cerf2008
dhq-000052,claburn2008,2,claburn2008
dhq-000052,wikipedia,2,wikipedia
dhq-000052,jaschik2008,2,jaschik2008
dhq-000052,misic2002b,2,misic2002b
dhq-000052,child2006,2,child2006
dhq-000052,robinson1993,3,robinson1993
dhq-000052,william,1,william
dhq-000052,misic2003,2,misic2003
dhq-000052,fuchs,2,fuchs
dhq-000053,emerson,2,emerson
dhq-000053,yakel2003,1,yakel2003
dhq-000053,folsom1982,2,folsom1982
dhq-000053,higginson1903,2,higginson1903
dhq-000053,beckett1970,1,beckett1970
dhq-000053,folsom1999,3,folsom1999
dhq-000053,shillingsburg2006,3,shillingsburg2006
dhq-000053,folsom2007,2,folsom2007
dhq-000053,beckett1969,1,beckett1969
dhq-000053,macneil2005,1,macneil2005
dhq-000053,queneau1961,2,queneau1961
dhq-000053,palmer2004,3,palmer2004
dhq-000053,whitman1978,2,whitman1978
dhq-000053,price2007,2,price2007
dhq-000053,mcgann2007,2,mcgann2007
dhq-000053,allen1963,2,allen1963
dhq-000053,stauffer2007,2,stauffer2007
dhq-000053,hindus1955,2,hindus1955
dhq-000053,light2002,1,light2002
dhq-000053,reynolds1995,2,reynolds1995
dhq-000054,peckham1975,2,peckham1975
dhq-000054,shillingsburg2006,2,shillingsburg2006
dhq-000054,marten1975,2,marten1975
dhq-000054,siemens2005,2,siemens2005
dhq-000054,elliott2005,2,elliott2005
dhq-000054,shillingsburg,2,shillingsburg
dhq-000054,peckham1977,2,peckham1977
dhq-000055,liu2003,3,liu2003
dhq-000055,flanders1999,1,flanders1999
dhq-000055,liu2004,1,liu2004
dhq-000055,shillingsburg1993,1,shillingsburg1993
dhq-000055,mla2002,3,mla2002
dhq-000055,unsworth2002,5,unsworth2002
dhq-000063,davis2002,4,davis2002
dhq-000063,shakespeare2005,1,shakespeare2005
dhq-000063,stanley2005,2,stanley2005
dhq-000063,farabaugh2007,2,farabaugh2007
dhq-000063,schultz2001,2,schultz2001
dhq-000063,read2007,3,read2007
dhq-000063,davidson2008,1,davidson2008
dhq-000063,hilton2006,2,hilton2006
dhq-000063,lanier2006,4,lanier2006
dhq-000063,trimbur1989,7,trimbur1989
dhq-000063,schroeder2008,4,schroeder2008
dhq-000063,calandra2005,5,calandra2005
dhq-000063,dwight2003,3,dwight2003
dhq-000063,jameson1981,2,jameson1981
dhq-000063,robinson2004,3,robinson2004
dhq-000063,pennell2008,2,pennell2008
dhq-000063,desilets2005,2,desilets2005
dhq-000063,fullbrook2002,2,fullbrook2002
dhq-000063,mason2007,4,mason2007
dhq-000063,brent1997,2,brent1997
dhq-000063,radway2004,2,radway2004
dhq-000063,zuern2004,2,zuern2004
dhq-000063,ulin2007,3,ulin2007
dhq-000063,martin2008,3,martin2008
dhq-000063,davis2001,3,davis2001
dhq-000063,weiner2007,1,weiner2007
dhq-000064,hillmann2005,2,hillmann2005
dhq-000064,wwwc1999a,2,wwwc1999a
dhq-000064,dilauro2005,5,dilauro2005
dhq-000064,nelson2005,2,nelson2005
dhq-000064,shirky2005,2,shirky2005
dhq-000064,loc2008,2,loc2008
dhq-000064,renear2001,2,renear2001
dhq-000064,seaman2003,2,seaman2003
dhq-000064,wwwc1998,2,wwwc1998
dhq-000064,bosak1998,2,bosak1998
dhq-000064,shreeves2005,2,shreeves2005
dhq-000064,keith2005,2,keith2005
dhq-000064,bosak1999,2,bosak1999
dhq-000064,kendall2007,2,kendall2007
dhq-000064,akrich1992,3,akrich1992
dhq-000064,wwwc1999b,2,wwwc1999b
dhq-000064,loc2006,2,loc2006
dhq-000064,kott2006,2,kott2006
dhq-000064,irs2007,2,irs2007
dhq-000064,berkeley1997,2,berkeley1997
dhq-000064,bosak1997,2,bosak1997
dhq-000064,hurley1999,2,hurley1999
dhq-000064,goodger2001,2,goodger2001
dhq-000064,littmann2006,2,littmann2006
dhq-000065,knorr1999,2,knorr1999
dhq-000065,alexander2006,2,alexander2006
dhq-000065,humanist19052,2,humanist19052
dhq-000065,rockwell2004,2,rockwell2004
dhq-000065,humanist17111,2,humanist17111
dhq-000065,rockwell2003,3,rockwell2003
dhq-000065,sterne2006,2,sterne2006
dhq-000065,renear2004,2,renear2004
dhq-000065,jessop2007,2,jessop2007
dhq-000065,schreibman2004,1,schreibman2004
dhq-000065,desmedt2002,2,desmedt2002
dhq-000065,terras2006,5,terras2006
dhq-000065,humanist60362,2,humanist60362
dhq-000065,hockey2004,4,hockey2004
dhq-000065,mcgann2004,1,mcgann2004
dhq-000065,ratto2006,2,ratto2006
dhq-000065,klein1996,2,klein1996
dhq-000065,kiernan1991,2,kiernan1991
dhq-000065,kirschenbaum2004,2,kirschenbaum2004
dhq-000065,llc232,2,llc232
dhq-000065,mcgann2001,3,mcgann2001
dhq-000065,humanist60357,2,humanist60357
dhq-000065,burnard2002,2,burnard2002
dhq-000065,mccarty2005,4,mccarty2005
dhq-000065,llc233,2,llc233
dhq-000065,humanist21436,2,humanist21436
dhq-000065,blackwell2004,2,blackwell2004
dhq-000065,drucker2004,2,drucker2004
dhq-000065,llc241,2,llc241
dhq-000065,busa2004,2,busa2004
dhq-000065,flanders2002,2,flanders2002
dhq-000065,mcgann2006,3,mcgann2006
dhq-000065,juola2008,2,juola2008
dhq-000065,witmore2006,2,witmore2006
dhq-000065,dhq2007,2,dhq2007
dhq-000065,humanist18001,2,humanist18001
dhq-000065,humanist21469,2,humanist21469
dhq-000065,aarseth1997,2,aarseth1997
dhq-000065,balsamo2000,3,balsamo2000
dhq-000065,rockwell2002,2,rockwell2002
dhq-000065,mccarty1996,2,mccarty1996
dhq-000065,humanist18615,2,humanist18615
dhq-000065,mccarty,2,mccarty
dhq-000065,zweig1998,2,zweig1998
dhq-000065,llc234,2,llc234
dhq-000066,williams1997,2,williams1997
dhq-000066,ryan2001,3,ryan2001
dhq-000066,manovich2001,3,manovich2001
dhq-000066,duguid1996,1,duguid1996
dhq-000066,rabinowitz1998,2,rabinowitz1998
dhq-000066,klein1975,2,klein1975
dhq-000066,morabito1986,2,morabito1986
dhq-000066,kucklichs2007,3,kucklichs2007
dhq-000066,rehak2003,7,rehak2003
dhq-000066,stephenson2000,2,stephenson2000
dhq-000066,lacan2004,3,lacan2004
dhq-000066,norman1988,3,norman1988
dhq-000066,booth1983,2,booth1983
dhq-000066,lara,1,lara
dhq-000066,bolter2003,2,bolter2003
dhq-000066,mcluhan1994,1,mcluhan1994
dhq-000066,wark2004,2,wark2004
dhq-000066,breukelaar2002,2,breukelaar2002
dhq-000066,wark2007,4,wark2007
dhq-000066,murray1997,7,murray1997
dhq-000066,aarseth2004,5,aarseth2004
dhq-000066,turkle2005,2,turkle2005
dhq-000066,aarseth1997,2,aarseth1997
dhq-000066,heidegger1996,2,heidegger1996
dhq-000066,zizek2004,3,zizek2004
dhq-000066,evans1996,2,evans1996
dhq-000067,gibson1979,2,gibson1979
dhq-000067,unsworth2005,1,unsworth2005
dhq-000067,nielsen2000,2,nielsen2000
dhq-000067,weiss2005,2,weiss2005
dhq-000067,vicente2002,2,vicente2002
dhq-000067,feldman1997,2,feldman1997
dhq-000067,shneiderman2001,2,shneiderman2001
dhq-000067,hascoët1998,2,hascoët1998
dhq-000067,ramsay,1,ramsay
dhq-000067,ramsay2003,2,ramsay2003
dhq-000067,rodden2001,2,rodden2001
dhq-000067,bumgardner2005,2,bumgardner2005
dhq-000067,horton,1,horton
dhq-000067,small1996,2,small1996
dhq-000067,unsworth2004,2,unsworth2004
dhq-000067,bederson2001,2,bederson2001
dhq-000067,karvonen2000,2,karvonen2000
dhq-000067,ruecker2005,2,ruecker2005
dhq-000067,kirschenbaum,1,kirschenbaum
dhq-000067,pirolli1996,2,pirolli1996
dhq-000067,hockey2000,2,hockey2000
dhq-000067,horn1998,2,horn1998
dhq-000067,dillon2001,2,dillon2001
dhq-000067,ruecker2003,2,ruecker2003
dhq-000067,ruecker2006,2,ruecker2006
dhq-000067,plaisant2004,2,plaisant2004
dhq-000068,charniak1985,3,charniak1985
dhq-000068,racer2005,3,racer2005
dhq-000068,zw2006a,3,zw2006a
dhq-000068,stevens2000,2,stevens2000
dhq-000068,shirky2005,3,shirky2005
dhq-000068,lungen2007,4,lungen2007
dhq-000068,nieragden1995,3,nieragden1995
dhq-000068,noy2001,4,noy2001
dhq-000068,pl1991,2,pl1991
dhq-000068,cimiano2006,2,cimiano2006
dhq-000068,gruber1993,2,gruber1993
dhq-000068,benjamins1999,2,benjamins1999
dhq-000068,baader2003b,1,baader2003b
dhq-000068,zw2007b,2,zw2007b
dhq-000068,propp1968,2,propp1968
dhq-000068,noy1997,2,noy1997
dhq-000068,halpern2005,2,halpern2005
dhq-000068,meister1999,2,meister1999
dhq-000068,antoniou2003,3,antoniou2003
dhq-000068,veltman2004,3,veltman2004
dhq-000068,nardi2003,2,nardi2003
dhq-000068,gomez2004,2,gomez2004
dhq-000068,smith2007,2,smith2007
dhq-000068,zw2008,3,zw2008
dhq-000068,sirin2007,2,sirin2007
dhq-000068,zw2006b,4,zw2006b
dhq-000068,baader2003a,4,baader2003a
dhq-000068,zw2007a,1,zw2007a
dhq-000068,ziegler2004,2,ziegler2004
dhq-000068,mccarty2005,2,mccarty2005
dhq-000068,berthold2003,2,berthold2003
dhq-000068,renear2006,2,renear2006
dhq-000068,haarslev2004,3,haarslev2004
dhq-000068,greimas1971,2,greimas1971
dhq-000068,fisher2006,2,fisher2006
dhq-000068,jannidis2004,3,jannidis2004
dhq-000068,tsarkov2006,2,tsarkov2006
dhq-000068,puppe2000,2,puppe2000
dhq-000068,noy2003,2,noy2003
dhq-000068,farrar2002,3,farrar2002
dhq-000069,oppenheim1964,2,oppenheim1964
dhq-000069,lanham1991,2,lanham1991
dhq-000069,welsford1966,2,welsford1966
dhq-000069,bentley1732,4,bentley1732
dhq-000069,grivelet1956,2,grivelet1956
dhq-000069,gross2001,3,gross2001
dhq-000069,manetti1993,6,manetti1993
dhq-000069,rye2003,2,rye2003
dhq-000069,fishbane1989,2,fishbane1989
dhq-000069,franklin2001,2,franklin2001
dhq-000069,ceruzzi2000,2,ceruzzi2000
dhq-000069,searls2001,8,searls2001
dhq-000069,ramsay2003,7,ramsay2003
dhq-000069,carroll,2,carroll
dhq-000069,kac1999,2,kac1999
dhq-000069,mahood1957,3,mahood1957
dhq-000069,jones1948,2,jones1948
dhq-000069,hoenigswald1987,5,hoenigswald1987
dhq-000069,borgman2007,4,borgman2007
dhq-000069,ohara1996,1,ohara1996
dhq-000069,salemans1996,2,salemans1996
dhq-000069,stoppard1997,4,stoppard1997
dhq-000069,greg1924,2,greg1924
dhq-000069,poole2002,2,poole2002
dhq-000069,cameron,2,cameron
dhq-000069,thomas2007,2,thomas2007
dhq-000069,kay2000,2,kay2000
dhq-000069,berg2001,2,berg2001
dhq-000069,ramsay2007,5,ramsay2007
dhq-000069,tedlock2000,3,tedlock2000
dhq-000069,grier2005,2,grier2005
dhq-000069,abrams1953,2,abrams1953
dhq-000069,spolsky2002,2,spolsky2002
dhq-000069,sewell1952,3,sewell1952
dhq-000069,hall1913,3,hall1913
dhq-000069,bell1999,2,bell1999
dhq-000069,kenney1974,2,kenney1974
dhq-000069,hoenigswald1963,3,hoenigswald1963
dhq-000069,johnson1765,2,johnson1765
dhq-000069,aitchison2003,6,aitchison2003
dhq-000069,nisbet1991,2,nisbet1991
dhq-000069,bottero2001,2,bottero2001
dhq-000069,mcgann1991,2,mcgann1991
dhq-000069,thacker2004,2,thacker2004
dhq-000069,housman1921,2,housman1921
dhq-000069,steiner1998,3,steiner1998
dhq-000069,goodman1976,1,goodman1976
dhq-000069,darwin1871,2,darwin1871
dhq-000069,kraus2002,2,kraus2002
dhq-000069,tarrant,2,tarrant
dhq-000069,mcleod1983,2,mcleod1983
dhq-000069,woolfson2005,2,woolfson2005
dhq-000069,kirschenbaum2008,3,kirschenbaum2008
dhq-000069,ohara1993,3,ohara1993
dhq-000070,nicholas2006,2,nicholas2006
dhq-000070,huntington2007,2,huntington2007
dhq-000070,adams1995,2,adams1995
dhq-000070,campop2006,2,campop2006
dhq-000070,impedovo1993,2,impedovo1993
