Source,Target,Weight,Label
dhq-000070,perkyns1991,2,perkyns1991
dhq-000070,winkler2001,1,winkler2001
dhq-000070,itic2003,2,itic2003
dhq-000070,perkyns1993,2,perkyns1993
dhq-000070,ucl2006a,2,ucl2006a
dhq-000070,reid2006,1,reid2006
dhq-000070,mcgraw1989,2,mcgraw1989
dhq-000070,ep1996,2,ep1996
dhq-000070,sauleau2005,1,sauleau2005
dhq-000070,dhq-000079,2,dhq-000079
dhq-000070,crocket2006,3,crocket2006
dhq-000070,davies2005,1,davies2005
dhq-000070,kingston2006,2,kingston2006
dhq-000070,terras2006,2,terras2006
dhq-000070,mcgraw1990,2,mcgraw1990
dhq-000070,shadbolt1990,2,shadbolt1990
dhq-000070,tilley2003a,2,tilley2003a
dhq-000070,woollard1997,2,woollard1997
dhq-000070,mansfield2006,2,mansfield2006
dhq-000070,garrett2006,1,garrett2006
dhq-000070,ahrc2006,2,ahrc2006
dhq-000070,lloyd2004,2,lloyd2004
dhq-000070,hc1992,3,hc1992
dhq-000070,ucl2006b,2,ucl2006b
dhq-000070,fleury1956,1,fleury1956
dhq-000070,gutmann1977,1,gutmann1977
dhq-000070,robey2006,2,robey2006
dhq-000070,hc2006,3,hc2006
dhq-000070,fure2000,1,fure2000
dhq-000070,newcombe1988,1,newcombe1988
dhq-000070,hc1994,3,hc1994
dhq-000070,nitsch2006,1,nitsch2006
dhq-000070,iso2005,3,iso2005
dhq-000070,mills1989,2,mills1989
dhq-000070,dillon2001,2,dillon2001
dhq-000070,winchester1970,1,winchester1970
dhq-000070,tilley2003b,2,tilley2003b
dhq-000070,prdh2000,2,prdh2000
dhq-000070,anderson2001,2,anderson2001
dhq-000070,dunn1946,1,dunn1946
dhq-000070,stallings2008,2,stallings2008
dhq-000070,blaikie2005,1,blaikie2005
dhq-000070,warwick2008,2,warwick2008
dhq-000070,inman2002,2,inman2002
dhq-000070,ahds2005,1,ahds2005
dhq-000070,bbc2004,2,bbc2004
dhq-000070,higgs2005,2,higgs2005
dhq-000070,schurer2002,7,schurer2002
dhq-000070,burnett1980,1,burnett1980
dhq-000070,garrett2003,1,garrett2003
dhq-000070,riedel2007,2,riedel2007
dhq-000070,stallings2005,2,stallings2005
dhq-000070,tillot1972,2,tillot1972
dhq-000070,brodlie2004,2,brodlie2004
dhq-000070,holmes2006,2,holmes2006
dhq-000070,ahds2006,2,ahds2006
dhq-000070,ahds2004,1,ahds2004
dhq-000070,davies2006,2,davies2006
dhq-000070,katz1972,1,katz1972
dhq-000071,kiernan1997,2,kiernan1997
dhq-000071,ainsworth,1,ainsworth
dhq-000072,kotsiopoulos2003,3,kotsiopoulos2003
dhq-000072,dunn2007,3,dunn2007
dhq-000072,oasis2007,1,oasis2007
dhq-000072,whitbread2007,2,whitbread2007
dhq-000072,ieee1990,2,ieee1990
dhq-000072,kernighan1988,2,kernighan1988
dhq-000072,krafzig2004,4,krafzig2004
dhq-000072,jisc2007,4,jisc2007
dhq-000072,parnas1972,2,parnas1972
dhq-000072,syed2006,2,syed2006
dhq-000072,lientz1980,2,lientz1980
dhq-000072,szyperski2002,2,szyperski2002
dhq-000072,brooks1987,2,brooks1987
dhq-000072,iso2002,2,iso2002
dhq-000072,deroure2008,3,deroure2008
dhq-000072,peltz2003,2,peltz2003
dhq-000072,swanson1976,2,swanson1976
dhq-000072,w3c2005,1,w3c2005
dhq-000072,bennett2001a,2,bennett2001a
dhq-000072,naur1969,2,naur1969
dhq-000072,brereton1999,2,brereton1999
dhq-000072,cnmat2007,2,cnmat2007
dhq-000072,bennett2001b,2,bennett2001b
dhq-000074,hargreaves1982,2,hargreaves1982
dhq-000074,foucault1979,2,foucault1979
dhq-000074,snow1959,2,snow1959
dhq-000074,sporton2007,2,sporton2007
dhq-000074,kuhn1962,2,kuhn1962
dhq-000075,wineburg1991,4,wineburg1991
dhq-000075,willinsky2007,2,willinsky2007
dhq-000075,willinsky2003,2,willinsky2003
dhq-000075,schreibman2004,2,schreibman2004
dhq-000075,alexander2003,1,alexander2003
dhq-000075,siemens,1,siemens
dhq-000075,chen2006,2,chen2006
dhq-000075,afflerbach1990,2,afflerbach1990
dhq-000075,pressley1995,1,pressley1995
dhq-000075,twomey2007,1,twomey2007
dhq-000075,kopak2006,1,kopak2006
dhq-000075,tapor,1,tapor
dhq-000075,stanitsek2005,2,stanitsek2005
dhq-000075,wineburg1998,2,wineburg1998
dhq-000075,wyatt1993,3,wyatt1993
dhq-000075,windschuttle1997,1,windschuttle1997
dhq-000076,kittler1999,3,kittler1999
dhq-000076,gibson1979,2,gibson1979
dhq-000076,galloway2008,2,galloway2008
dhq-000076,phelan1993,2,phelan1993
dhq-000076,ahrc2007,2,ahrc2007
dhq-000076,manovich2002,2,manovich2002
dhq-000076,delahunta2002,2,delahunta2002
dhq-000076,birringer1999,2,birringer1999
dhq-000076,century2005,2,century2005
dhq-000076,giannachi2007,2,giannachi2007
dhq-000076,melville1851,2,melville1851
dhq-000076,dixon2007,2,dixon2007
dhq-000076,bergson1912,2,bergson1912
dhq-000076,piccini,2,piccini
dhq-000076,haraway1998,2,haraway1998
dhq-000076,ricoeur1999,2,ricoeur1999
dhq-000076,poindexter2002,2,poindexter2002
dhq-000076,derrida1995,1,derrida1995
dhq-000076,connolly2002,2,connolly2002
dhq-000076,butler1990,2,butler1990
dhq-000076,leatherbarrow2002,2,leatherbarrow2002
dhq-000076,flynn2002,2,flynn2002
dhq-000076,imperiale2000,2,imperiale2000
dhq-000076,ahds2006,2,ahds2006
dhq-000076,bolter2000,2,bolter2000
dhq-000077,src2009b,2,src2009b
dhq-000077,doaj2009,2,doaj2009
dhq-000077,borgmanetal2007,2,borgmanetal2007
dhq-000077,marchionini1994,2,marchionini1994
dhq-000077,bates1995,2,bates1995
dhq-000077,hypercities2009,3,hypercities2009
dhq-000077,jaschik2009,2,jaschik2009
dhq-000077,ucps2009,2,ucps2009
dhq-000077,gray2005,2,gray2005
dhq-000077,ukda2009,2,ukda2009
dhq-000077,iath2009,2,iath2009
dhq-000077,szalay2008,2,szalay2008
dhq-000077,borgman2008,4,borgman2008
dhq-000077,monastersky2005,2,monastersky2005
dhq-000077,ebird2009,2,ebird2009
dhq-000077,choudhury2008,2,choudhury2008
dhq-000077,pea2003,2,pea2003
dhq-000077,creative2009,2,creative2009
dhq-000077,rome2009,3,rome2009
dhq-000077,foster2009,2,foster2009
dhq-000077,hamma2009,3,hamma2009
dhq-000077,doar2008,2,doar2008
dhq-000077,duguid2007,2,duguid2007
dhq-000077,facts2005,2,facts2005
dhq-000077,choudhury2007,2,choudhury2007
dhq-000077,ukrc2009,2,ukrc2009
dhq-000077,lynch1995,2,lynch1995
dhq-000077,dhm2009,2,dhm2009
dhq-000077,swaw3c2009,2,swaw3c2009
dhq-000077,hey2009,3,hey2009
dhq-000077,oaip2009,2,oaip2009
dhq-000077,smith2002,2,smith2002
dhq-000077,borgman2007,8,borgman2007
dhq-000077,samuelson2009,2,samuelson2009
dhq-000077,crane2007,2,crane2007
dhq-000077,pb2009,2,pb2009
dhq-000077,cyber2007,4,cyber2007
dhq-000077,anderson2004,2,anderson2004
dhq-000077,eprints2010,2,eprints2010
dhq-000077,ivanhoe2009,2,ivanhoe2009
dhq-000077,sherpa2009,2,sherpa2009
dhq-000077,jpmc2000,2,jpmc2000
dhq-000077,ayres2004,2,ayres2004
dhq-000077,rmoais2002,2,rmoais2002
dhq-000077,nunberg2009,2,nunberg2009
dhq-000077,bates1996b,2,bates1996b
dhq-000077,perseus2009,3,perseus2009
dhq-000077,willinsky2009,2,willinsky2009
dhq-000077,mass2006,3,mass2006
dhq-000077,bollen2008,2,bollen2008
dhq-000077,sloan2006,3,sloan2006
dhq-000077,friedlander2008,2,friedlander2008
dhq-000077,reedijk2008,2,reedijk2008
dhq-000077,mith2009,2,mith2009
dhq-000077,atkins2003,3,atkins2003
dhq-000077,davidspence2003,2,davidspence2003
dhq-000077,bell2009,2,bell2009
dhq-000077,jsah2009,1,jsah2009
dhq-000077,friedlander2009,5,friedlander2009
dhq-000077,scheiner2004,2,scheiner2004
dhq-000077,lynch2003,2,lynch2003
dhq-000077,arch2004,2,arch2004
dhq-000077,atkins2007,3,atkins2007
dhq-000077,manovich2009,2,manovich2009
dhq-000077,crane2001,2,crane2001
dhq-000077,nctm2009,2,nctm2009
dhq-000077,digging2009,2,digging2009
dhq-000077,bates1993,2,bates1993
dhq-000077,arzberger2004,2,arzberger2004
dhq-000077,greenstein2004,2,greenstein2004
dhq-000077,kanfer2000,2,kanfer2000
dhq-000077,case2006,2,case2006
dhq-000077,siegfried1993,2,siegfried1993
dhq-000077,vanhouse2004,2,vanhouse2004
dhq-000077,drucker2009,3,drucker2009
dhq-000077,opened2009,2,opened2009
dhq-000077,rpe2009,2,rpe2009
dhq-000077,bates1996a,2,bates1996a
dhq-000077,thierstein2009,2,thierstein2009
dhq-000077,ninch2002,2,ninch2002
dhq-000077,cronin2005,2,cronin2005
dhq-000077,ucgbs2009,2,ucgbs2009
dhq-000077,jaschik2008,2,jaschik2008
dhq-000077,presner2009,3,presner2009
dhq-000077,wiberley2003,2,wiberley2003
dhq-000077,oerc2009,2,oerc2009
dhq-000077,effect2009,2,effect2009
dhq-000077,sc2009,2,sc2009
dhq-000077,presner2010,5,presner2010
dhq-000077,borgman2000,3,borgman2000
dhq-000077,olson2000,2,olson2000
dhq-000077,mahoney2002,2,mahoney2002
dhq-000077,wiberley1994,2,wiberley1994
dhq-000077,edwards2007,1,edwards2007
dhq-000077,hoofnagle2009,2,hoofnagle2009
dhq-000077,tibbo2003,2,tibbo2003
dhq-000077,ainsworth2009,2,ainsworth2009
dhq-000077,case2009,2,case2009
dhq-000077,save2009,2,save2009
dhq-000077,oca2009,2,oca2009
dhq-000077,borgman2009,2,borgman2009
dhq-000077,frischer2009,3,frischer2009
dhq-000077,king2006,2,king2006
dhq-000077,arxiv2009,2,arxiv2009
dhq-000077,src2009a,2,src2009a
dhq-000077,ecai2009,2,ecai2009
dhq-000077,rice2008,2,rice2008
dhq-000077,lynch2002,5,lynch2002
dhq-000077,willinsky2006,2,willinsky2006
dhq-000077,baker2009,2,baker2009
dhq-000077,cclearn2009,2,cclearn2009
dhq-000077,thl2009,2,thl2009
dhq-000077,panstarrs2009,2,panstarrs2009
dhq-000077,buckland1991,2,buckland1991
dhq-000077,borgman1999,2,borgman1999
dhq-000077,poe2001,2,poe2001
dhq-000077,stone1982,2,stone1982
dhq-000077,oecd2007,2,oecd2007
dhq-000077,adho2009,2,adho2009
dhq-000077,unsworth2006,4,unsworth2006
dhq-000077,david2003,2,david2003
dhq-000077,bailey2005,2,bailey2005
dhq-000077,llddc2005,2,llddc2005
dhq-000077,whalen2009,5,whalen2009
dhq-000077,gray2002,2,gray2002
dhq-000077,opencit2009,1,opencit2009
dhq-000077,crane2006,2,crane2006
dhq-000077,galison1997,2,galison1997
dhq-000077,vectors2009,2,vectors2009
dhq-000077,kurtz2010,2,kurtz2010
dhq-000078,blanke2009,2,blanke2009
dhq-000078,fraser2005,2,fraser2005
dhq-000078,foster2002,2,foster2002
dhq-000078,goble2006,1,goble2006
dhq-000078,blanke2009a,4,blanke2009a
dhq-000078,buyya2005,2,buyya2005
dhq-000078,walton2005,2,walton2005
dhq-000078,kintigh2006,2,kintigh2006
dhq-000078,hand2007,2,hand2007
dhq-000078,yeo2007,2,yeo2007
dhq-000078,foster1999,2,foster1999
dhq-000079,dhq-000079,2,dhq-000079
dhq-000079,anderson2007,2,anderson2007
dhq-000079,dhq-000065,2,dhq-000065
dhq-000079,blanke2009,2,blanke2009
dhq-000080,knorr1999,1,knorr1999
dhq-000080,janlert2000,2,janlert2000
dhq-000080,dhq2010b,2,dhq2010b
dhq-000080,meloni2009,2,meloni2009
dhq-000080,ish2008,2,ish2008
dhq-000080,dhq-000040,1,dhq-000040
dhq-000080,hall2008,2,hall2008
dhq-000080,sterne2005,2,sterne2005
dhq-000080,boyd2009,2,boyd2009
dhq-000080,mcpherson2007,2,mcpherson2007
dhq-000080,preemptivemedia,2,preemptivemedia
dhq-000080,croxall2009,2,croxall2009
dhq-000080,schnapp2009,4,schnapp2009
dhq-000080,parry2010,2,parry2010
dhq-000080,kroker2008,3,kroker2008
dhq-000080,davidson2008,4,davidson2008
dhq-000080,empyre,2,empyre
dhq-000080,iath,2,iath
dhq-000080,schreibman2004,2,schreibman2004
dhq-000080,cch2006,2,cch2006
dhq-000080,aoir,2,aoir
dhq-000080,french2009a,1,french2009a
dhq-000080,mactavish2006,3,mactavish2006
dhq-000080,wiberg2005,2,wiberg2005
dhq-000080,ippolito2009,3,ippolito2009
dhq-000080,ratto2006,3,ratto2006
dhq-000080,stone2005,4,stone2005
dhq-000080,vectors2006a,2,vectors2006a
dhq-000080,rabkin2006,2,rabkin2006
dhq-000080,manovich2009a,2,manovich2009a
dhq-000080,golden2010,2,golden2010
dhq-000080,bradley2008,2,bradley2008
dhq-000080,juhasz2009,2,juhasz2009
dhq-000080,mcpherson2008,2,mcpherson2008
dhq-000080,drucker2009b,2,drucker2009b
dhq-000080,kirschenbaum2004,2,kirschenbaum2004
dhq-000080,navas2009,2,navas2009
dhq-000080,mccarty2010,2,mccarty2010
dhq-000080,french2009b,2,french2009b
dhq-000080,dhq-000065,6,dhq-000065
dhq-000080,haylesa,4,haylesa
dhq-000080,shanks2008,2,shanks2008
dhq-000080,ihde2003,2,ihde2003
dhq-000080,unsworth1999,2,unsworth1999
dhq-000080,peters2009,2,peters2009
dhq-000080,rockwell2008,2,rockwell2008
dhq-000080,mcpherson2009b,2,mcpherson2009b
dhq-000080,dhq2010a,3,dhq2010a
dhq-000080,klein1990,3,klein1990
dhq-000080,braudy2006,2,braudy2006
dhq-000080,vectors2006b,2,vectors2006b
dhq-000080,hunsinger2005,3,hunsinger2005
dhq-000080,zorich2008,3,zorich2008
dhq-000080,drucker2009a,7,drucker2009a
dhq-000080,haylesb,2,haylesb
dhq-000080,woodward2009,2,woodward2009
dhq-000080,pliny2006,2,pliny2006
dhq-000080,bell2007,2,bell2007
dhq-000080,presner2009,2,presner2009
dhq-000080,mcgonigal2008,2,mcgonigal2008
dhq-000080,daniel2007,2,daniel2007
dhq-000080,svensson1998,2,svensson1998
dhq-000080,svensson2009b,2,svensson2009b
dhq-000080,shrum2005,2,shrum2005
dhq-000080,presner2010,2,presner2010
dhq-000080,actlab,3,actlab
dhq-000080,bolter2003,2,bolter2003
dhq-000080,lamarre2010,3,lamarre2010
dhq-000080,howard2009,2,howard2009
dhq-000080,mcpherson2009a,5,mcpherson2009a
dhq-000080,silver2006,2,silver2006
dhq-000080,mcgann2002,2,mcgann2002
dhq-000080,golumbia2009,2,golumbia2009
dhq-000080,laue2004,2,laue2004
dhq-000080,sinclair2002,2,sinclair2002
dhq-000080,douglass2009,2,douglass2009
dhq-000080,manovich2009b,3,manovich2009b
dhq-000080,vectors2004,2,vectors2004
dhq-000080,davidson2009,2,davidson2009
dhq-000080,simanowski2009,1,simanowski2009
dhq-000080,lovgren2004,2,lovgren2004
dhq-000080,davidson2004,2,davidson2004
dhq-000080,raley2009,4,raley2009
dhq-000080,manifesto,2,manifesto
dhq-000080,sinclair2002a,2,sinclair2002a
dhq-000080,mccarty2009,2,mccarty2009
dhq-000080,kagan2009,2,kagan2009
dhq-000080,stockholm1998,2,stockholm1998
dhq-000080,hastac,2,hastac
dhq-000080,galison1997,3,galison1997
dhq-000080,livingstone2003,2,livingstone2003
dhq-000081,vandam1987,7,vandam1987
dhq-000081,bush1945,2,bush1945
dhq-000081,barnet2005,1,barnet2005
dhq-000081,wolf1995,2,wolf1995
dhq-000081,wardrip2003,2,wardrip2003
dhq-000081,nyce1991,1,nyce1991
dhq-000081,vandam1999,26,vandam1999
dhq-000081,nelson1999,6,nelson1999
dhq-000081,barnet2007,1,barnet2007
dhq-000081,owens1991,2,owens1991
dhq-000081,dhq-000015,3,dhq-000015
dhq-000081,derose1999,4,derose1999
dhq-000081,barnet2006,2,barnet2006
dhq-000081,carmody1967,5,carmody1967
dhq-000081,childress1998,2,childress1998
dhq-000081,ceruzzi1998,2,ceruzzi1998
dhq-000081,conklin1987,2,conklin1987
dhq-000081,engelbart1999,2,engelbart1999
dhq-000082,burnard2005,3,burnard2005
dhq-000082,barolini2007,2,barolini2007
dhq-000082,vanhoutte2003,2,vanhoutte2003
dhq-000082,morras1999,2,morras1999
dhq-000082,langacker1987,2,langacker1987
dhq-000082,giaveri1993,2,giaveri1993
dhq-000082,vetter2003,3,vetter2003
dhq-000082,zeller1975,2,zeller1975
dhq-000082,gigliozzi1998,2,gigliozzi1998
dhq-000082,ferrer2002,3,ferrer2002
dhq-000082,austin1976,2,austin1976
dhq-000082,lisa2004,2,lisa2004
dhq-000082,benozzo2004,2,benozzo2004
dhq-000082,brockbank1991,2,brockbank1991
dhq-000082,edelman2006,2,edelman2006
dhq-000082,mordenti1992,2,mordenti1992
dhq-000082,shillingsburg2006,2,shillingsburg2006
dhq-000082,buzzetti2002,2,buzzetti2002
dhq-000082,ciotti2005,2,ciotti2005
dhq-000082,giuliani2006,2,giuliani2006
dhq-000082,burnard2010,2,burnard2010
dhq-000082,mckenzie1986,2,mckenzie1986
dhq-000082,formigari2001,2,formigari2001
dhq-000082,sornicola2005,2,sornicola2005
dhq-000082,sperber1996,2,sperber1996
dhq-000082,cerquiglini1989,2,cerquiglini1989
dhq-000082,burnard2007,3,burnard2007
dhq-000082,mcgann2001,2,mcgann2001
dhq-000082,lernout1996,2,lernout1996
dhq-000082,tennison2009,2,tennison2009
dhq-000082,schreibman2002,2,schreibman2002
dhq-000082,pierazzo2007,2,pierazzo2007
dhq-000082,ferrer1995,3,ferrer1995
dhq-000082,martiradonna2004,2,martiradonna2004
dhq-000082,bart2006,2,bart2006
dhq-000082,bushell2007,2,bushell2007
dhq-000082,magrelli1996,3,magrelli1996
dhq-000082,vanhoutte2006,2,vanhoutte2006
dhq-000082,hockey1988,2,hockey1988
dhq-000082,bauman2005,2,bauman2005
dhq-000082,pregogine1988,4,pregogine1988
dhq-000082,lebrave1991,2,lebrave1991
dhq-000082,johnsen2007,2,johnsen2007
dhq-000082,renear2005,3,renear2005
dhq-000083,acls2006,1,acls2006
dhq-000083,mcgann2005,2,mcgann2005
dhq-000083,ramsay2003,2,ramsay2003
dhq-000083,bradley2003,2,bradley2003
dhq-000083,mla2006,1,mla2006
dhq-000083,ahrc2006,2,ahrc2006
dhq-000083,summit2005,2,summit2005
dhq-000083,kenny1991,1,kenny1991
dhq-000083,unsworth2003,2,unsworth2003
dhq-000083,schreibman2007b,2,schreibman2007b
dhq-000083,mccarty2005,2,mccarty2005
dhq-000083,schreibman2007a,2,schreibman2007a
dhq-000083,ramsay2005,2,ramsay2005
dhq-000083,unsworth2007,1,unsworth2007
dhq-000083,schreibman2003,2,schreibman2003
dhq-000084,hicks1834,2,hicks1834
dhq-000084,riemer2009,2,riemer2009
dhq-000084,aeri2009,2,aeri2009
dhq-000084,sternfeld2009,2,sternfeld2009
dhq-000084,drucker2009,2,drucker2009
dhq-000084,greene2005,2,greene2005
dhq-000086,urban1972,1,urban1972
dhq-000086,marcus1996,3,marcus1996
dhq-000086,young2009,2,young2009
dhq-000086,hoffman1986,1,hoffman1986
dhq-000086,jensen1983,2,jensen1983
dhq-000086,staley2002,2,staley2002
dhq-000086,jensen1971,1,jensen1971
dhq-000086,guernsey1997,2,guernsey1997
dhq-000086,achtenberg1974,2,achtenberg1974
dhq-000086,plotkin2003,2,plotkin2003
dhq-000086,urban1975,1,urban1975
dhq-000087,kittler1999,2,kittler1999
dhq-000087,hayles2002,3,hayles2002
dhq-000087,aarseth2003,2,aarseth2003
dhq-000087,funkhouser2007,2,funkhouser2007
dhq-000087,hansen2004,2,hansen2004
dhq-000087,liu2004,2,liu2004
dhq-000087,drucker2007,2,drucker2007
dhq-000087,manovich2001,2,manovich2001
dhq-000087,hansen2006,2,hansen2006
dhq-000087,douglas2000,2,douglas2000
dhq-000087,hayles2005,2,hayles2005
dhq-000087,kittler1990,2,kittler1990
dhq-000087,mcgann2001,2,mcgann2001
dhq-000087,glazier2002,3,glazier2002
dhq-000087,hayles1999,2,hayles1999
dhq-000087,hayles2008,16,hayles2008
dhq-000087,aarseth1997,2,aarseth1997
dhq-000087,manovich2008,2,manovich2008
dhq-000087,kirschenbaum2008,14,kirschenbaum2008
dhq-000088,thames2009,2,thames2009
dhq-000089,ledecky2000,2,ledecky2000
dhq-000089,tanselle1989,3,tanselle1989
dhq-000089,dalenberg2006,2,dalenberg2006
dhq-000089,montfort2003,2,montfort2003
dhq-000089,shakespeare1878,2,shakespeare1878
dhq-000089,smiraglia1992,3,smiraglia1992
dhq-000089,samuels1989,2,samuels1989
dhq-000089,dhq-000009,3,dhq-000009
dhq-000089,renear2006,2,renear2006
dhq-000089,ifla1997,6,ifla1997
dhq-000089,shelley1903,2,shelley1903
dhq-000089,thibodeau2002,3,thibodeau2002
dhq-000089,Dec-87,2,Dec-87
dhq-000089,svenonius2000,2,svenonius2000
dhq-000089,powers2000,1,powers2000
dhq-000090,brooks1999,2,brooks1999
dhq-000090,colomina2001,2,colomina2001
dhq-000090,merkel1999,2,merkel1999
dhq-000090,europeanroadmap2006,2,europeanroadmap2006
dhq-000090,sterne2005,2,sterne2005
dhq-000090,mitchell2003,3,mitchell2003
dhq-000090,bentkowska2007,2,bentkowska2007
dhq-000090,merriam2010,2,merriam2010
dhq-000090,erickson2000,2,erickson2000
dhq-000090,williams2008,2,williams2008
dhq-000090,svensson2003,2,svensson2003
dhq-000090,rockwell2010a,6,rockwell2010a
dhq-000090,dhq-000080,4,dhq-000080
dhq-000090,turner2009,2,turner2009
dhq-000090,edwards2009,2,edwards2009
dhq-000090,terras2009,4,terras2009
dhq-000090,turner2005,2,turner2005
dhq-000090,borgman2007,4,borgman2007
dhq-000090,martin2005,4,martin2005
dhq-000090,ratto2006,3,ratto2006
dhq-000090,fallmann2007,2,fallmann2007
dhq-000090,franklin2008,2,franklin2008
dhq-000090,humlabblog2006,1,humlabblog2006
dhq-000090,dhq-000035,2,dhq-000035
dhq-000090,rockwell2010b,3,rockwell2010b
dhq-000090,dhq-000065,2,dhq-000065
dhq-000090,atkins2003,5,atkins2003
dhq-000090,burnette1994,2,burnette1994
dhq-000090,hass2001,2,hass2001
dhq-000090,mccarthy2001,4,mccarthy2001
dhq-000090,dourish1992,2,dourish1992
dhq-000090,lehmann2009,2,lehmann2009
dhq-000090,roper1991,2,roper1991
dhq-000090,hey2008,2,hey2008
dhq-000090,drucker2009a,2,drucker2009a
dhq-000090,grafton2009,2,grafton2009
dhq-000090,nsf2010,2,nsf2010
dhq-000090,gonsalvez2000,2,gonsalvez2000
dhq-000090,kirschenbaum2010,2,kirschenbaum2010
dhq-000090,friedberg2006,4,friedberg2006
dhq-000090,bowker2005,2,bowker2005
dhq-000090,bolter2003,2,bolter2003
dhq-000090,brand1995,2,brand1995
dhq-000090,bowker1999,2,bowker1999
dhq-000090,defanti2009,2,defanti2009
dhq-000090,flanders2002,2,flanders2002
dhq-000090,src2007,2,src2007
dhq-000090,cummings2008,2,cummings2008
dhq-000090,bonnett2008,2,bonnett2008
dhq-000090,green2007,2,green2007
dhq-000090,russett2009,2,russett2009
dhq-000090,manovich1995,4,manovich1995
dhq-000090,unsworth2006,4,unsworth2006
dhq-000090,jamieson2000,2,jamieson2000
dhq-000090,buren2010,2,buren2010
dhq-000090,livingstone2003,2,livingstone2003
dhq-000091,skeels2008,2,skeels2008
dhq-000091,wells2008,2,wells2008
dhq-000091,jones2008,2,jones2008
dhq-000091,lynch1988,2,lynch1988
dhq-000091,lochlann2010,2,lochlann2010
dhq-000091,shneiderman2005,2,shneiderman2005
dhq-000091,latour1986,2,latour1986
dhq-000091,anderson2008,2,anderson2008
dhq-000091,porter1995,2,porter1995
dhq-000091,knorr1990,2,knorr1990
dhq-000091,carden,2,carden
dhq-000091,griethe2006,2,griethe2006
dhq-000091,maceachren2005,2,maceachren2005
dhq-000091,anderson2007,2,anderson2007
dhq-000092,simmel1964,2,simmel1964
dhq-000092,oconnell1997,2,oconnell1997
dhq-000092,benjamin1968,3,benjamin1968
dhq-000092,vidor1928,3,vidor1928
dhq-000092,halper1933,22,halper1933
dhq-000092,lukacs1971,2,lukacs1971
dhq-000092,walzer1992,2,walzer1992
dhq-000092,dospassos1953,6,dospassos1953
dhq-000092,barth1980,1,barth1980
dhq-000092,burrows1999,1,burrows1999
dhq-000092,inarritu2006,2,inarritu2006
dhq-000092,maine1988,3,maine1988
dhq-000092,jameson1997,2,jameson1997
dhq-000092,clark1982,1,clark1982
dhq-000092,huyssen1986,2,huyssen1986
dhq-000092,hicks1935,1,hicks1935
dhq-000092,krupnick1979,1,krupnick1979
dhq-000092,howells2001,1,howells2001
dhq-000092,rabinowitz1991,2,rabinowitz1991
dhq-000092,fincher2010,2,fincher2010
dhq-000092,pizer1982,1,pizer1982
dhq-000092,halper1934,1,halper1934
dhq-000092,foley1993,8,foley1993
dhq-000092,burger1984,1,burger1984
dhq-000092,bakhtin1981,3,bakhtin1981
dhq-000092,barbusse1969,2,barbusse1969
dhq-000092,durkheim1997,2,durkheim1997
dhq-000092,halper1937,1,halper1937
dhq-000092,herbst1939,2,herbst1939
dhq-000092,rollins1934,1,rollins1934
dhq-000092,jameson1988,3,jameson1988
dhq-000092,castells1996,2,castells1996
dhq-000092,benjamin1978,2,benjamin1978
dhq-000092,gaghan2005,1,gaghan2005
dhq-000092,soderbergh2000,2,soderbergh2000
dhq-000092,stott1973,3,stott1973
dhq-000092,hart1980,3,hart1980
dhq-000092,scott2006,1,scott2006
dhq-000092,decerteau1988,2,decerteau1988
dhq-000092,denning1996,2,denning1996
dhq-000092,federalwritersproject1982,1,federalwritersproject1982
dhq-000092,jameson1981,2,jameson1981
dhq-000092,brevda1996,4,brevda1996
dhq-000092,farrell1936,2,farrell1936
dhq-000092,cohen2003,2,cohen2003
dhq-000092,debord1994,3,debord1994
dhq-000092,chabot1997,2,chabot1997
dhq-000092,singer1995,2,singer1995
dhq-000092,luddington1980,1,luddington1980
dhq-000092,weimarrepublicsourcebook1995,2,weimarrepublicsourcebook1995
dhq-000092,sherman1933,2,sherman1933
dhq-000092,halper1970,1,halper1970
dhq-000092,carver1975,1,carver1975
dhq-000092,cowley1969,1,cowley1969
dhq-000092,hicks1974,4,hicks1974
dhq-000092,szalay2000,2,szalay2000
dhq-000092,fuchs1961,8,fuchs1961
dhq-000092,sandel1996,2,sandel1996
dhq-000092,wald1978,2,wald1978
dhq-000092,mumford1938,1,mumford1938
dhq-000092,hardt2001,2,hardt2001
dhq-000092,seaver1930,5,seaver1930
dhq-000092,bordwell2007,2,bordwell2007
dhq-000092,hanley2004,1,hanley2004
dhq-000092,sharistanian1984,2,sharistanian1984
dhq-000092,ben2004,2,ben2004
dhq-000092,lang1927,1,lang1927
dhq-000092,trotsky1971,2,trotsky1971
dhq-000092,cowan1982,1,cowan1982
dhq-000092,krafchick1988,2,krafchick1988
dhq-000092,federalwritersproject1984,2,federalwritersproject1984
dhq-000092,hardt2004,1,hardt2004
dhq-000092,capra1936,2,capra1936
dhq-000092,dospassos1960,4,dospassos1960
dhq-000092,gelfand1975,2,gelfand1975
dhq-000092,hapke2001,2,hapke2001
dhq-000092,latour2005,1,latour2005
dhq-000092,norris1986,1,norris1986
dhq-000092,harding2003,2,harding2003
dhq-000092,weber1978,1,weber1978
dhq-000092,wagner1979,2,wagner1979
dhq-000093,sproull1991,1,sproull1991
dhq-000093,dunne2005,3,dunne2005
dhq-000093,rideout1962,1,rideout1962
dhq-000093,ingram1971,3,ingram1971
dhq-000093,cayton2007,1,cayton2007
