Source,Target,Weight,Label (currently just name of target doc)
dhq-000037,dhq-000062,1.102834255,dhq-000062
dhq-000037,dhq-000063,2.305337586,dhq-000063
dhq-000037,dhq-000064,4.546382973,dhq-000064
dhq-000037,dhq-000065,1.74812592,dhq-000065
dhq-000037,dhq-000066,3.993571584,dhq-000066
dhq-000037,dhq-000067,2.163305174,dhq-000067
dhq-000037,dhq-000068,4.783482609,dhq-000068
dhq-000037,dhq-000069,3.621417766,dhq-000069
dhq-000037,dhq-000070,4.332191437,dhq-000070
dhq-000037,dhq-000071,1.629154414,dhq-000071
dhq-000037,dhq-000072,3.095369262,dhq-000072
dhq-000037,dhq-000073,1.412866071,dhq-000073
dhq-000037,dhq-000074,2.523188363,dhq-000074
dhq-000037,dhq-000075,2.16282712,dhq-000075
dhq-000037,dhq-000076,4.059433783,dhq-000076
dhq-000037,dhq-000077,1.806943138,dhq-000077
dhq-000037,dhq-000078,2.474012128,dhq-000078
dhq-000037,dhq-000079,3.214601799,dhq-000079
dhq-000037,dhq-000080,1.937571044,dhq-000080
dhq-000037,dhq-000081,3.942466022,dhq-000081
dhq-000037,dhq-000082,4.28968974,dhq-000082
dhq-000037,dhq-000083,2.434094907,dhq-000083
dhq-000037,dhq-000084,1.132354591,dhq-000084
dhq-000037,dhq-000085,1.609501295,dhq-000085
dhq-000037,dhq-000086,2.111200349,dhq-000086
dhq-000037,dhq-000087,1.982741557,dhq-000087
dhq-000037,dhq-000088,0.94389081,dhq-000088
dhq-000037,dhq-000089,3.157375598,dhq-000089
dhq-000037,dhq-000090,3.498869886,dhq-000090
dhq-000037,dhq-000091,3.610460454,dhq-000091
dhq-000037,dhq-000092,3.429324953,dhq-000092
dhq-000037,dhq-000093,3.118681065,dhq-000093
dhq-000037,dhq-000094,3.898562831,dhq-000094
dhq-000037,dhq-000095,1.110282115,dhq-000095
dhq-000037,dhq-000096,2.522636275,dhq-000096
dhq-000037,dhq-000097,3.177382767,dhq-000097
dhq-000037,dhq-000098,3.905832466,dhq-000098
dhq-000037,dhq-000099,1.634883078,dhq-000099
dhq-000037,dhq-000100,3.249135208,dhq-000100
dhq-000037,dhq-000101,4.223231297,dhq-000101
dhq-000037,dhq-000102,2.978736892,dhq-000102
dhq-000037,dhq-000103,3.14752488,dhq-000103
dhq-000037,dhq-000104,3.087924662,dhq-000104
dhq-000037,dhq-000105,3.403686835,dhq-000105
dhq-000037,dhq-000106,1.685677081,dhq-000106
dhq-000037,dhq-000107,2.875992578,dhq-000107
dhq-000037,dhq-000108,3.183015896,dhq-000108
dhq-000037,dhq-000109,2.364058498,dhq-000109
dhq-000037,dhq-000110,3.332720819,dhq-000110
dhq-000038,dhq-000039,4.483117745,dhq-000039
dhq-000038,dhq-000040,2.188542604,dhq-000040
dhq-000038,dhq-000041,4.308956296,dhq-000041
dhq-000038,dhq-000042,6.17243052,dhq-000042
dhq-000038,dhq-000043,5.901185311,dhq-000043
dhq-000038,dhq-000044,5.878772289,dhq-000044
dhq-000038,dhq-000045,4.185074405,dhq-000045
dhq-000038,dhq-000046,3.904749059,dhq-000046
dhq-000038,dhq-000047,2.406558854,dhq-000047
dhq-000038,dhq-000048,3.484017014,dhq-000048
dhq-000038,dhq-000049,4.396113796,dhq-000049
dhq-000038,dhq-000050,3.045430968,dhq-000050
dhq-000038,dhq-000051,3.879018536,dhq-000051
dhq-000038,dhq-000052,3.061997827,dhq-000052
dhq-000038,dhq-000053,2.40695558,dhq-000053
dhq-000038,dhq-000054,4.069161881,dhq-000054
dhq-000038,dhq-000055,3.049997326,dhq-000055
dhq-000038,dhq-000056,3.627040257,dhq-000056
dhq-000038,dhq-000057,3.456894891,dhq-000057
dhq-000038,dhq-000058,3.685725442,dhq-000058
dhq-000038,dhq-000059,3.497792766,dhq-000059
dhq-000038,dhq-000060,3.493469787,dhq-000060
dhq-000038,dhq-000061,3.176157673,dhq-000061
dhq-000038,dhq-000062,4.406172175,dhq-000062
dhq-000038,dhq-000063,2.801220556,dhq-000063
dhq-000038,dhq-000064,5.226213129,dhq-000064
dhq-000038,dhq-000065,2.486418676,dhq-000065
dhq-000038,dhq-000066,5.388065153,dhq-000066
dhq-000038,dhq-000067,4.31181114,dhq-000067
dhq-000038,dhq-000068,6.099133747,dhq-000068
dhq-000038,dhq-000069,4.338024522,dhq-000069
dhq-000038,dhq-000070,5.605680376,dhq-000070
dhq-000038,dhq-000071,3.717818499,dhq-000071
dhq-000038,dhq-000072,3.196449917,dhq-000072
dhq-000038,dhq-000073,2.86150783,dhq-000073
dhq-000038,dhq-000074,3.705086606,dhq-000074
dhq-000038,dhq-000075,2.190075607,dhq-000075
dhq-000038,dhq-000076,5.198210278,dhq-000076
dhq-000038,dhq-000077,1.497714189,dhq-000077
dhq-000038,dhq-000078,3.902862868,dhq-000078
dhq-000038,dhq-000079,4.184809633,dhq-000079
dhq-000038,dhq-000080,2.315109949,dhq-000080
dhq-000038,dhq-000081,5.095656792,dhq-000081
dhq-000038,dhq-000082,6.218290333,dhq-000082
dhq-000038,dhq-000083,4.564628723,dhq-000083
dhq-000038,dhq-000084,1.261786974,dhq-000084
dhq-000038,dhq-000085,3.014258695,dhq-000085
dhq-000038,dhq-000086,3.259186769,dhq-000086
dhq-000038,dhq-000087,4.746514979,dhq-000087
dhq-000038,dhq-000088,4.515158179,dhq-000088
dhq-000038,dhq-000089,3.737832798,dhq-000089
dhq-000038,dhq-000090,3.691578889,dhq-000090
dhq-000038,dhq-000091,3.112424218,dhq-000091
dhq-000038,dhq-000092,5.088545824,dhq-000092
dhq-000038,dhq-000093,5.496025902,dhq-000093
dhq-000038,dhq-000094,6.155639775,dhq-000094
dhq-000038,dhq-000095,2.291341141,dhq-000095
dhq-000038,dhq-000096,5.950442794,dhq-000096
dhq-000038,dhq-000097,4.863385849,dhq-000097
dhq-000038,dhq-000098,5.964324789,dhq-000098
dhq-000038,dhq-000099,4.541015348,dhq-000099
dhq-000038,dhq-000100,4.088202297,dhq-000100
dhq-000038,dhq-000101,6.015292928,dhq-000101
dhq-000038,dhq-000102,4.626718304,dhq-000102
dhq-000038,dhq-000103,5.001971859,dhq-000103
dhq-000038,dhq-000104,4.720034215,dhq-000104
dhq-000038,dhq-000105,4.903458167,dhq-000105
dhq-000038,dhq-000106,4.333020941,dhq-000106
dhq-000038,dhq-000107,3.057708645,dhq-000107
dhq-000038,dhq-000108,5.080102822,dhq-000108
dhq-000038,dhq-000109,4.012610883,dhq-000109
dhq-000038,dhq-000110,4.461927963,dhq-000110
dhq-000039,dhq-000040,0.729234074,dhq-000040
dhq-000039,dhq-000041,3.905596008,dhq-000041
dhq-000039,dhq-000042,6.046609078,dhq-000042
dhq-000039,dhq-000043,4.687557361,dhq-000043
dhq-000039,dhq-000044,6.262950436,dhq-000044
dhq-000039,dhq-000045,3.383821375,dhq-000045
dhq-000039,dhq-000046,3.339541623,dhq-000046
dhq-000039,dhq-000047,3.855620372,dhq-000047
dhq-000039,dhq-000048,2.421989598,dhq-000048
dhq-000039,dhq-000049,4.092087497,dhq-000049
dhq-000039,dhq-000050,3.047248506,dhq-000050
dhq-000039,dhq-000051,3.105182204,dhq-000051
dhq-000039,dhq-000052,1.880104472,dhq-000052
dhq-000039,dhq-000053,2.098691026,dhq-000053
dhq-000039,dhq-000054,2.472430565,dhq-000054
dhq-000039,dhq-000055,3.208177022,dhq-000055
dhq-000039,dhq-000056,3.441504834,dhq-000056
dhq-000039,dhq-000057,3.029756936,dhq-000057
dhq-000039,dhq-000058,2.737040501,dhq-000058
dhq-000039,dhq-000059,2.55835242,dhq-000059
dhq-000039,dhq-000060,2.894966475,dhq-000060
dhq-000039,dhq-000061,3.13461989,dhq-000061
dhq-000039,dhq-000062,0.439395318,dhq-000062
dhq-000039,dhq-000063,4.469282531,dhq-000063
dhq-000039,dhq-000064,3.401510257,dhq-000064
dhq-000039,dhq-000065,3.365238072,dhq-000065
dhq-000039,dhq-000066,5.593439897,dhq-000066
dhq-000039,dhq-000067,2.442920063,dhq-000067
dhq-000039,dhq-000068,4.616445949,dhq-000068
dhq-000039,dhq-000069,4.125110173,dhq-000069
dhq-000039,dhq-000070,4.958761572,dhq-000070
dhq-000039,dhq-000071,2.097550446,dhq-000071
dhq-000039,dhq-000072,4.027256254,dhq-000072
dhq-000039,dhq-000073,2.292156055,dhq-000073
dhq-000039,dhq-000074,3.339990856,dhq-000074
dhq-000039,dhq-000075,2.709308228,dhq-000075
dhq-000039,dhq-000076,4.735923185,dhq-000076
dhq-000039,dhq-000077,3.484812642,dhq-000077
dhq-000039,dhq-000078,2.205620697,dhq-000078
dhq-000039,dhq-000079,4.053268397,dhq-000079
dhq-000039,dhq-000080,4.104340757,dhq-000080
dhq-000039,dhq-000081,3.357344947,dhq-000081
dhq-000039,dhq-000082,4.555192452,dhq-000082
dhq-000039,dhq-000083,5.008376118,dhq-000083
dhq-000039,dhq-000084,1.955783166,dhq-000084
dhq-000039,dhq-000085,2.237686297,dhq-000085
dhq-000039,dhq-000086,5.066654099,dhq-000086
dhq-000039,dhq-000087,2.56187145,dhq-000087
dhq-000039,dhq-000088,0.194916316,dhq-000088
dhq-000039,dhq-000089,4.325241315,dhq-000089
dhq-000039,dhq-000090,5.40838806,dhq-000090
dhq-000039,dhq-000091,3.225331774,dhq-000091
dhq-000039,dhq-000092,6.070680005,dhq-000092
dhq-000039,dhq-000093,4.80161516,dhq-000093
dhq-000039,dhq-000094,4.923645365,dhq-000094
dhq-000039,dhq-000095,3.380325037,dhq-000095
dhq-000039,dhq-000096,5.737477555,dhq-000096
dhq-000039,dhq-000097,5.421021106,dhq-000097
dhq-000039,dhq-000098,4.603631078,dhq-000098
dhq-000039,dhq-000099,2.477118079,dhq-000099
dhq-000039,dhq-000100,4.434474115,dhq-000100
dhq-000039,dhq-000101,5.194856528,dhq-000101
dhq-000039,dhq-000102,3.939569916,dhq-000102
dhq-000039,dhq-000103,5.155200889,dhq-000103
dhq-000039,dhq-000104,3.879608786,dhq-000104
dhq-000039,dhq-000105,3.958411473,dhq-000105
dhq-000039,dhq-000106,2.937602883,dhq-000106
dhq-000039,dhq-000107,4.335199528,dhq-000107
dhq-000039,dhq-000108,3.259572706,dhq-000108
dhq-000039,dhq-000109,3.680412117,dhq-000109
dhq-000039,dhq-000110,4.217725117,dhq-000110
dhq-000040,dhq-000041,2.821024217,dhq-000041
dhq-000040,dhq-000042,5.38303907,dhq-000042
dhq-000040,dhq-000043,4.182771631,dhq-000043
dhq-000040,dhq-000044,5.559198388,dhq-000044
dhq-000040,dhq-000045,2.958556413,dhq-000045
dhq-000040,dhq-000046,2.397652416,dhq-000046
dhq-000040,dhq-000047,2.829125526,dhq-000047
dhq-000040,dhq-000048,1.767193917,dhq-000048
dhq-000040,dhq-000049,4.154453617,dhq-000049
dhq-000040,dhq-000050,0.991234592,dhq-000050
dhq-000040,dhq-000051,2.052111401,dhq-000051
dhq-000040,dhq-000052,1.016201196,dhq-000052
dhq-000040,dhq-000053,2.366225598,dhq-000053
dhq-000040,dhq-000054,1.372756182,dhq-000054
dhq-000040,dhq-000055,1.65591643,dhq-000055
dhq-000040,dhq-000056,2.28080037,dhq-000056
dhq-000040,dhq-000057,1.470343983,dhq-000057
dhq-000040,dhq-000058,1.426085817,dhq-000058
dhq-000040,dhq-000059,1.417896953,dhq-000059
dhq-000040,dhq-000060,1.999503138,dhq-000060
dhq-000040,dhq-000061,1.478947302,dhq-000061
dhq-000040,dhq-000062,0.766539978,dhq-000062
dhq-000040,dhq-000063,3.675734256,dhq-000063
dhq-000040,dhq-000064,3.855205342,dhq-000064
dhq-000040,dhq-000065,2.051585562,dhq-000065
dhq-000040,dhq-000066,4.996562467,dhq-000066
dhq-000040,dhq-000067,3.415567583,dhq-000067
dhq-000040,dhq-000068,5.672410796,dhq-000068
dhq-000040,dhq-000069,4.763876374,dhq-000069
dhq-000040,dhq-000070,4.822211343,dhq-000070
dhq-000040,dhq-000071,1.139245115,dhq-000071
dhq-000040,dhq-000072,3.664078124,dhq-000072
dhq-000040,dhq-000073,1.671840681,dhq-000073
dhq-000040,dhq-000074,2.879452407,dhq-000074
dhq-000040,dhq-000075,2.362495006,dhq-000075
dhq-000040,dhq-000076,5.157474877,dhq-000076
dhq-000040,dhq-000077,1.937908853,dhq-000077
dhq-000040,dhq-000078,2.9094859,dhq-000078
dhq-000040,dhq-000079,3.745409235,dhq-000079
dhq-000040,dhq-000080,2.129374874,dhq-000080
dhq-000040,dhq-000081,4.72369228,dhq-000081
dhq-000040,dhq-000082,5.081666561,dhq-000082
dhq-000040,dhq-000083,3.923094725,dhq-000083
dhq-000040,dhq-000084,0.954219003,dhq-000084
dhq-000040,dhq-000085,2.11264572,dhq-000085
dhq-000040,dhq-000086,4.059282149,dhq-000086
dhq-000040,dhq-000087,2.480269471,dhq-000087
dhq-000040,dhq-000088,0.659727524,dhq-000088
dhq-000040,dhq-000089,3.370845819,dhq-000089
dhq-000040,dhq-000090,4.113737725,dhq-000090
dhq-000040,dhq-000091,3.296964474,dhq-000091
dhq-000040,dhq-000092,5.868926212,dhq-000092
dhq-000040,dhq-000093,5.399294926,dhq-000093
dhq-000040,dhq-000094,5.215048408,dhq-000094
dhq-000040,dhq-000095,2.383482268,dhq-000095
dhq-000040,dhq-000096,5.651363764,dhq-000096
dhq-000040,dhq-000097,4.832061582,dhq-000097
dhq-000040,dhq-000098,5.119492196,dhq-000098
dhq-000040,dhq-000099,2.466948112,dhq-000099
dhq-000040,dhq-000100,4.523743873,dhq-000100
dhq-000040,dhq-000101,5.302494254,dhq-000101
dhq-000040,dhq-000102,3.669690566,dhq-000102
dhq-000040,dhq-000103,4.68585033,dhq-000103
dhq-000040,dhq-000104,3.904241836,dhq-000104
dhq-000040,dhq-000105,4.0884034,dhq-000105
dhq-000040,dhq-000106,2.8025271,dhq-000106
dhq-000040,dhq-000107,3.340046798,dhq-000107
dhq-000040,dhq-000108,3.683218042,dhq-000108
dhq-000040,dhq-000109,3.068081377,dhq-000109
dhq-000040,dhq-000110,4.559320503,dhq-000110
dhq-000041,dhq-000042,0.456756657,dhq-000042
dhq-000041,dhq-000043,0.518740576,dhq-000043
dhq-000041,dhq-000044,0.851004061,dhq-000044
dhq-000041,dhq-000045,1.671762965,dhq-000045
dhq-000041,dhq-000046,4.553607781,dhq-000046
dhq-000041,dhq-000047,4.144140216,dhq-000047
dhq-000041,dhq-000048,2.981683295,dhq-000048
dhq-000041,dhq-000049,4.806329772,dhq-000049
dhq-000041,dhq-000050,3.12625313,dhq-000050
dhq-000041,dhq-000051,3.632107678,dhq-000051
dhq-000041,dhq-000052,2.757252599,dhq-000052
dhq-000041,dhq-000053,3.675170066,dhq-000053
dhq-000041,dhq-000054,4.355917038,dhq-000054
dhq-000041,dhq-000055,3.236124123,dhq-000055
dhq-000041,dhq-000056,3.656237093,dhq-000056
dhq-000041,dhq-000057,3.456792096,dhq-000057
dhq-000041,dhq-000058,3.416436488,dhq-000058
dhq-000041,dhq-000059,3.38096631,dhq-000059
dhq-000041,dhq-000060,3.452841119,dhq-000060
dhq-000041,dhq-000061,4.010673566,dhq-000061
dhq-000041,dhq-000062,4.356399044,dhq-000062
dhq-000041,dhq-000063,3.228847961,dhq-000063
dhq-000041,dhq-000064,5.958514985,dhq-000064
dhq-000041,dhq-000065,3.462335623,dhq-000065
dhq-000041,dhq-000066,4.966644355,dhq-000066
dhq-000041,dhq-000067,3.541577992,dhq-000067
dhq-000041,dhq-000068,6.10973448,dhq-000068
dhq-000041,dhq-000069,4.910747207,dhq-000069
dhq-000041,dhq-000070,3.583261544,dhq-000070
dhq-000041,dhq-000071,3.448847867,dhq-000071
dhq-000041,dhq-000072,4.492617197,dhq-000072
dhq-000041,dhq-000073,2.422912869,dhq-000073
dhq-000041,dhq-000074,3.531922763,dhq-000074
dhq-000041,dhq-000075,3.58092288,dhq-000075
dhq-000041,dhq-000076,4.780897646,dhq-000076
dhq-000041,dhq-000077,2.865544059,dhq-000077
dhq-000041,dhq-000078,3.72674665,dhq-000078
dhq-000041,dhq-000079,3.662983252,dhq-000079
dhq-000041,dhq-000080,3.832716897,dhq-000080
dhq-000041,dhq-000081,5.27348059,dhq-000081
dhq-000041,dhq-000082,6.302865365,dhq-000082
dhq-000041,dhq-000083,4.723251525,dhq-000083
dhq-000041,dhq-000084,3.23294752,dhq-000084
dhq-000041,dhq-000085,3.361509879,dhq-000085
dhq-000041,dhq-000086,4.979773124,dhq-000086
dhq-000041,dhq-000087,5.177104359,dhq-000087
dhq-000041,dhq-000088,4.65536248,dhq-000088
dhq-000041,dhq-000089,4.837347211,dhq-000089
dhq-000041,dhq-000090,5.039460669,dhq-000090
dhq-000041,dhq-000091,3.614452851,dhq-000091
dhq-000041,dhq-000092,4.687672897,dhq-000092
dhq-000041,dhq-000093,5.991090054,dhq-000093
dhq-000041,dhq-000094,6.07275889,dhq-000094
dhq-000041,dhq-000095,2.296820677,dhq-000095
dhq-000041,dhq-000096,4.80057494,dhq-000096
dhq-000041,dhq-000097,5.260652641,dhq-000097
dhq-000041,dhq-000098,4.750444004,dhq-000098
dhq-000041,dhq-000099,5.019109193,dhq-000099
dhq-000041,dhq-000100,4.220444003,dhq-000100
dhq-000041,dhq-000101,5.896538406,dhq-000101
dhq-000041,dhq-000102,3.77700759,dhq-000102
dhq-000041,dhq-000103,5.361463365,dhq-000103
dhq-000041,dhq-000104,4.564796789,dhq-000104
dhq-000041,dhq-000105,4.951596732,dhq-000105
dhq-000041,dhq-000106,3.272003657,dhq-000106
dhq-000041,dhq-000107,4.226902175,dhq-000107
dhq-000041,dhq-000108,5.240589264,dhq-000108
dhq-000041,dhq-000109,4.140711199,dhq-000109
dhq-000041,dhq-000110,4.240376173,dhq-000110
dhq-000042,dhq-000043,1.032144515,dhq-000043
dhq-000042,dhq-000044,0.301972748,dhq-000044
dhq-000042,dhq-000045,3.384506775,dhq-000045
dhq-000042,dhq-000046,6.340074738,dhq-000046
dhq-000042,dhq-000047,6.146971518,dhq-000047
dhq-000042,dhq-000048,4.776390722,dhq-000048
dhq-000042,dhq-000049,5.9123584,dhq-000049
dhq-000042,dhq-000050,5.324227581,dhq-000050
dhq-000042,dhq-000051,5.716300157,dhq-000051
dhq-000042,dhq-000052,5.536479301,dhq-000052
dhq-000042,dhq-000053,6.08932431,dhq-000053
dhq-000042,dhq-000054,6.159786639,dhq-000054
dhq-000042,dhq-000055,5.088514415,dhq-000055
dhq-000042,dhq-000056,5.465605683,dhq-000056
dhq-000042,dhq-000057,5.617372955,dhq-000057
dhq-000042,dhq-000058,5.415627257,dhq-000058
dhq-000042,dhq-000059,5.485477773,dhq-000059
dhq-000042,dhq-000060,4.741210231,dhq-000060
dhq-000042,dhq-000061,6.145098894,dhq-000061
dhq-000042,dhq-000062,6.112871704,dhq-000062
dhq-000042,dhq-000063,5.444677191,dhq-000063
dhq-000042,dhq-000064,7.672160237,dhq-000064
dhq-000042,dhq-000065,5.826953339,dhq-000065
dhq-000042,dhq-000066,6.779150217,dhq-000066
dhq-000042,dhq-000067,5.765314905,dhq-000067
dhq-000042,dhq-000068,7.896108913,dhq-000068
dhq-000042,dhq-000069,7.01440163,dhq-000069
dhq-000042,dhq-000070,7.130826232,dhq-000070
dhq-000042,dhq-000071,6.357266404,dhq-000071
dhq-000042,dhq-000072,6.454650694,dhq-000072
dhq-000042,dhq-000073,4.818717262,dhq-000073
dhq-000042,dhq-000074,5.594757504,dhq-000074
dhq-000042,dhq-000075,5.73276677,dhq-000075
dhq-000042,dhq-000076,7.23154703,dhq-000076
dhq-000042,dhq-000077,5.469991428,dhq-000077
dhq-000042,dhq-000078,6.215114552,dhq-000078
dhq-000042,dhq-000079,6.396407687,dhq-000079
dhq-000042,dhq-000080,6.212621947,dhq-000080
dhq-000042,dhq-000081,7.032119198,dhq-000081
dhq-000042,dhq-000082,8.059769296,dhq-000082
dhq-000042,dhq-000083,6.760311681,dhq-000083
dhq-000042,dhq-000084,5.395503262,dhq-000084
dhq-000042,dhq-000085,4.673935175,dhq-000085
dhq-000042,dhq-000086,6.884829291,dhq-000086
dhq-000042,dhq-000087,6.784645733,dhq-000087
dhq-000042,dhq-000088,6.500821952,dhq-000088
dhq-000042,dhq-000089,6.611694528,dhq-000089
dhq-000042,dhq-000090,7.128894964,dhq-000090
dhq-000042,dhq-000091,5.210906026,dhq-000091
dhq-000042,dhq-000092,6.635228116,dhq-000092
dhq-000042,dhq-000093,7.528417532,dhq-000093
dhq-000042,dhq-000094,7.691311967,dhq-000094
dhq-000042,dhq-000095,4.469950851,dhq-000095
dhq-000042,dhq-000096,6.689424845,dhq-000096
dhq-000042,dhq-000097,6.867348266,dhq-000097
dhq-000042,dhq-000098,6.689439233,dhq-000098
dhq-000042,dhq-000099,6.547942708,dhq-000099
dhq-000042,dhq-000100,5.651424235,dhq-000100
dhq-000042,dhq-000101,7.541633554,dhq-000101
dhq-000042,dhq-000102,6.083061253,dhq-000102
dhq-000042,dhq-000103,6.781050037,dhq-000103
dhq-000042,dhq-000104,6.451628564,dhq-000104
dhq-000042,dhq-000105,6.602500836,dhq-000105
dhq-000042,dhq-000106,5.418721949,dhq-000106
dhq-000042,dhq-000107,6.213438136,dhq-000107
dhq-000042,dhq-000108,5.592776061,dhq-000108
dhq-000042,dhq-000109,5.728687408,dhq-000109
dhq-000042,dhq-000110,5.658715272,dhq-000110
dhq-000043,dhq-000044,2.022518679,dhq-000044
dhq-000043,dhq-000045,1.263857269,dhq-000045
dhq-000043,dhq-000046,5.240949991,dhq-000046
dhq-000043,dhq-000047,5.60710174,dhq-000047
dhq-000043,dhq-000048,3.04596779,dhq-000048
dhq-000043,dhq-000049,4.86010405,dhq-000049
dhq-000043,dhq-000050,4.876584736,dhq-000050
dhq-000043,dhq-000051,4.012444617,dhq-000051
dhq-000043,dhq-000052,3.475786091,dhq-000052
dhq-000043,dhq-000053,4.680780291,dhq-000053
dhq-000043,dhq-000054,5.479921963,dhq-000054
dhq-000043,dhq-000055,4.641995242,dhq-000055
dhq-000043,dhq-000056,4.678110003,dhq-000056
dhq-000043,dhq-000057,5.152556999,dhq-000057
dhq-000043,dhq-000058,4.728653505,dhq-000058
dhq-000043,dhq-000059,4.597886873,dhq-000059
dhq-000043,dhq-000060,4.74035855,dhq-000060
dhq-000043,dhq-000061,5.628935748,dhq-000061
dhq-000043,dhq-000062,5.609116885,dhq-000062
dhq-000043,dhq-000063,3.448886376,dhq-000063
dhq-000043,dhq-000064,7.303271024,dhq-000064
dhq-000043,dhq-000065,5.272969057,dhq-000065
dhq-000043,dhq-000066,5.635853443,dhq-000066
dhq-000043,dhq-000067,3.472250391,dhq-000067
dhq-000043,dhq-000068,7.493704626,dhq-000068
dhq-000043,dhq-000069,5.772713173,dhq-000069
dhq-000043,dhq-000070,5.74845104,dhq-000070
dhq-000043,dhq-000071,5.043596029,dhq-000071
dhq-000043,dhq-000072,6.150490393,dhq-000072
dhq-000043,dhq-000073,3.753114774,dhq-000073
dhq-000043,dhq-000074,4.980507254,dhq-000074
dhq-000043,dhq-000075,4.70491808,dhq-000075
dhq-000043,dhq-000076,6.703844564,dhq-000076
dhq-000043,dhq-000077,4.87838634,dhq-000077
dhq-000043,dhq-000078,5.911546298,dhq-000078
dhq-000043,dhq-000079,6.108395936,dhq-000079
dhq-000043,dhq-000080,5.609869148,dhq-000080
dhq-000043,dhq-000081,6.552645269,dhq-000081
dhq-000043,dhq-000082,7.656257963,dhq-000082
dhq-000043,dhq-000083,6.408099575,dhq-000083
dhq-000043,dhq-000084,5.407984796,dhq-000084
dhq-000043,dhq-000085,4.42105627,dhq-000085
dhq-000043,dhq-000086,6.372272451,dhq-000086
dhq-000043,dhq-000087,5.855594986,dhq-000087
dhq-000043,dhq-000088,6.024165254,dhq-000088
dhq-000043,dhq-000089,5.014640384,dhq-000089
dhq-000043,dhq-000090,6.712231079,dhq-000090
dhq-000043,dhq-000091,3.617908715,dhq-000091
dhq-000043,dhq-000092,4.298743119,dhq-000092
dhq-000043,dhq-000093,6.789811832,dhq-000093
dhq-000043,dhq-000094,7.161372747,dhq-000094
dhq-000043,dhq-000095,2.142189903,dhq-000095
dhq-000043,dhq-000096,3.130033624,dhq-000096
dhq-000043,dhq-000097,6.007222958,dhq-000097
dhq-000043,dhq-000098,4.885449794,dhq-000098
dhq-000043,dhq-000099,5.395772929,dhq-000099
dhq-000043,dhq-000100,3.934971921,dhq-000100
dhq-000043,dhq-000101,6.799653752,dhq-000101
dhq-000043,dhq-000102,4.380694547,dhq-000102
dhq-000043,dhq-000103,6.307726672,dhq-000103
dhq-000043,dhq-000104,5.505526933,dhq-000104
dhq-000043,dhq-000105,6.051305935,dhq-000105
dhq-000043,dhq-000106,3.775149057,dhq-000106
dhq-000043,dhq-000107,5.730082788,dhq-000107
dhq-000043,dhq-000108,6.416804237,dhq-000108
dhq-000043,dhq-000109,5.026048829,dhq-000109
dhq-000043,dhq-000110,3.644282461,dhq-000110
dhq-000044,dhq-000045,4.312517041,dhq-000045
dhq-000044,dhq-000046,5.758595107,dhq-000046
dhq-000044,dhq-000047,5.764850212,dhq-000047
dhq-000044,dhq-000048,5.036043827,dhq-000048
dhq-000044,dhq-000049,6.435406953,dhq-000049
dhq-000044,dhq-000050,4.938534709,dhq-000050
dhq-000044,dhq-000051,5.974404421,dhq-000051
dhq-000044,dhq-000052,6.004403566,dhq-000052
dhq-000044,dhq-000053,5.240117274,dhq-000053
dhq-000044,dhq-000054,5.859804274,dhq-000054
dhq-000044,dhq-000055,4.819217471,dhq-000055
dhq-000044,dhq-000056,4.840196375,dhq-000056
dhq-000044,dhq-000057,5.327901685,dhq-000057
dhq-000044,dhq-000058,5.041990222,dhq-000058
dhq-000044,dhq-000059,4.900994977,dhq-000059
dhq-000044,dhq-000060,4.844760312,dhq-000060
dhq-000044,dhq-000061,5.827273346,dhq-000061
dhq-000044,dhq-000062,5.8895359,dhq-000062
dhq-000044,dhq-000063,5.907052017,dhq-000063
dhq-000044,dhq-000064,7.560101303,dhq-000064
dhq-000044,dhq-000065,5.112570764,dhq-000065
dhq-000044,dhq-000066,6.946661281,dhq-000066
dhq-000044,dhq-000067,6.030320888,dhq-000067
dhq-000044,dhq-000068,7.713224171,dhq-000068
dhq-000044,dhq-000069,7.019462902,dhq-000069
dhq-000044,dhq-000070,7.492167853,dhq-000070
dhq-000044,dhq-000071,6.59903764,dhq-000071
dhq-000044,dhq-000072,6.312425894,dhq-000072
dhq-000044,dhq-000073,5.264136068,dhq-000073
dhq-000044,dhq-000074,5.529967487,dhq-000074
dhq-000044,dhq-000075,4.900760157,dhq-000075
dhq-000044,dhq-000076,7.094259331,dhq-000076
dhq-000044,dhq-000077,5.678129911,dhq-000077
dhq-000044,dhq-000078,6.023238579,dhq-000078
dhq-000044,dhq-000079,6.192197823,dhq-000079
dhq-000044,dhq-000080,5.645508575,dhq-000080
dhq-000044,dhq-000081,6.810970878,dhq-000081
dhq-000044,dhq-000082,7.849447678,dhq-000082
dhq-000044,dhq-000083,6.442612107,dhq-000083
dhq-000044,dhq-000084,5.156368831,dhq-000084
dhq-000044,dhq-000085,4.6144634,dhq-000085
dhq-000044,dhq-000086,6.635467845,dhq-000086
dhq-000044,dhq-000087,6.310264427,dhq-000087
dhq-000044,dhq-000088,6.255115596,dhq-000088
dhq-000044,dhq-000089,6.387380724,dhq-000089
dhq-000044,dhq-000090,6.850224339,dhq-000090
dhq-000044,dhq-000091,6.383911563,dhq-000091
dhq-000044,dhq-000092,7.089610369,dhq-000092
dhq-000044,dhq-000093,7.271837275,dhq-000093
dhq-000044,dhq-000094,5.971681502,dhq-000094
dhq-000044,dhq-000095,4.830070681,dhq-000095
