Source,Target,Weight,Label (currently just name of target doc)
dhq-000012,dhq-000032,8.890117492,dhq-000032
dhq-000012,dhq-000033,4.451914306,dhq-000033
dhq-000012,dhq-000034,5.925207648,dhq-000034
dhq-000012,dhq-000035,4.852898894,dhq-000035
dhq-000012,dhq-000036,3.743997131,dhq-000036
dhq-000012,dhq-000037,3.975580594,dhq-000037
dhq-000012,dhq-000038,5.244659157,dhq-000038
dhq-000012,dhq-000039,5.421962816,dhq-000039
dhq-000012,dhq-000040,4.970055388,dhq-000040
dhq-000012,dhq-000041,2.936883114,dhq-000041
dhq-000012,dhq-000042,6.133023028,dhq-000042
dhq-000012,dhq-000043,2.522126025,dhq-000043
dhq-000012,dhq-000044,5.363569262,dhq-000044
dhq-000012,dhq-000045,1.804765875,dhq-000045
dhq-000012,dhq-000046,4.371032933,dhq-000046
dhq-000012,dhq-000047,4.376762233,dhq-000047
dhq-000012,dhq-000048,3.695840748,dhq-000048
dhq-000012,dhq-000049,4.209645195,dhq-000049
dhq-000012,dhq-000050,2.588172235,dhq-000050
dhq-000012,dhq-000051,3.644876867,dhq-000051
dhq-000012,dhq-000052,3.440882437,dhq-000052
dhq-000012,dhq-000053,0.948178841,dhq-000053
dhq-000012,dhq-000054,3.151232298,dhq-000054
dhq-000012,dhq-000055,3.861243115,dhq-000055
dhq-000012,dhq-000056,2.258013737,dhq-000056
dhq-000012,dhq-000057,4.466529271,dhq-000057
dhq-000012,dhq-000058,4.052154097,dhq-000058
dhq-000012,dhq-000059,2.401377923,dhq-000059
dhq-000012,dhq-000060,4.103970562,dhq-000060
dhq-000012,dhq-000061,5.035073183,dhq-000061
dhq-000012,dhq-000062,5.158608484,dhq-000062
dhq-000012,dhq-000063,4.840140863,dhq-000063
dhq-000012,dhq-000064,6.628411652,dhq-000064
dhq-000012,dhq-000065,4.432913918,dhq-000065
dhq-000012,dhq-000066,4.285365049,dhq-000066
dhq-000012,dhq-000067,4.29837687,dhq-000067
dhq-000012,dhq-000068,6.790556036,dhq-000068
dhq-000012,dhq-000069,4.048157607,dhq-000069
dhq-000012,dhq-000070,6.788942754,dhq-000070
dhq-000012,dhq-000071,5.862212736,dhq-000071
dhq-000012,dhq-000072,4.978885358,dhq-000072
dhq-000012,dhq-000073,3.74728627,dhq-000073
dhq-000012,dhq-000074,4.239074462,dhq-000074
dhq-000012,dhq-000075,3.858596622,dhq-000075
dhq-000012,dhq-000076,5.922214135,dhq-000076
dhq-000012,dhq-000077,5.610321241,dhq-000077
dhq-000012,dhq-000078,5.174016726,dhq-000078
dhq-000012,dhq-000079,5.46031891,dhq-000079
dhq-000012,dhq-000080,4.090833764,dhq-000080
dhq-000012,dhq-000081,5.879281117,dhq-000081
dhq-000012,dhq-000082,6.886216546,dhq-000082
dhq-000012,dhq-000083,4.145754451,dhq-000083
dhq-000012,dhq-000084,4.871143127,dhq-000084
dhq-000012,dhq-000085,2.622476829,dhq-000085
dhq-000012,dhq-000086,4.793022802,dhq-000086
dhq-000012,dhq-000087,4.748781563,dhq-000087
dhq-000012,dhq-000088,5.332092563,dhq-000088
dhq-000012,dhq-000089,5.519879956,dhq-000089
dhq-000012,dhq-000090,6.000096006,dhq-000090
dhq-000012,dhq-000091,4.969509917,dhq-000091
dhq-000012,dhq-000092,4.011275041,dhq-000092
dhq-000012,dhq-000093,4.305441681,dhq-000093
dhq-000012,dhq-000094,6.46668332,dhq-000094
dhq-000012,dhq-000095,2.425250792,dhq-000095
dhq-000012,dhq-000096,4.471733366,dhq-000096
dhq-000012,dhq-000097,3.965662642,dhq-000097
dhq-000012,dhq-000098,4.804882082,dhq-000098
dhq-000012,dhq-000099,4.364188732,dhq-000099
dhq-000012,dhq-000100,2.850523266,dhq-000100
dhq-000012,dhq-000101,5.190200566,dhq-000101
dhq-000012,dhq-000102,5.316713022,dhq-000102
dhq-000012,dhq-000103,5.496810215,dhq-000103
dhq-000012,dhq-000104,5.423883712,dhq-000104
dhq-000012,dhq-000105,4.594061886,dhq-000105
dhq-000012,dhq-000106,3.182346963,dhq-000106
dhq-000012,dhq-000107,3.165523944,dhq-000107
dhq-000012,dhq-000108,4.126777346,dhq-000108
dhq-000012,dhq-000109,4.196642026,dhq-000109
dhq-000012,dhq-000110,4.6029843,dhq-000110
dhq-000013,dhq-000014,1.177905767,dhq-000014
dhq-000013,dhq-000015,3.731501227,dhq-000015
dhq-000013,dhq-000016,2.52915078,dhq-000016
dhq-000013,dhq-000017,2.741963733,dhq-000017
dhq-000013,dhq-000018,3.240962491,dhq-000018
dhq-000013,dhq-000019,4.318821993,dhq-000019
dhq-000013,dhq-000020,1.88915539,dhq-000020
dhq-000013,dhq-000021,1.932266717,dhq-000021
dhq-000013,dhq-000022,1.55098402,dhq-000022
dhq-000013,dhq-000023,2.47045786,dhq-000023
dhq-000013,dhq-000024,2.412557841,dhq-000024
dhq-000013,dhq-000025,2.724422994,dhq-000025
dhq-000013,dhq-000026,3.968906859,dhq-000026
dhq-000013,dhq-000027,3.766600944,dhq-000027
dhq-000013,dhq-000028,3.685899268,dhq-000028
dhq-000013,dhq-000029,2.643374076,dhq-000029
dhq-000013,dhq-000030,2.807481429,dhq-000030
dhq-000013,dhq-000031,3.157402495,dhq-000031
dhq-000013,dhq-000032,7.27154392,dhq-000032
dhq-000013,dhq-000033,4.482182276,dhq-000033
dhq-000013,dhq-000034,3.663700657,dhq-000034
dhq-000013,dhq-000035,3.291759712,dhq-000035
dhq-000013,dhq-000036,2.201181766,dhq-000036
dhq-000013,dhq-000037,2.299193396,dhq-000037
dhq-000013,dhq-000038,2.214060483,dhq-000038
dhq-000013,dhq-000039,3.420247341,dhq-000039
dhq-000013,dhq-000040,2.634575976,dhq-000040
dhq-000013,dhq-000041,3.400265644,dhq-000041
dhq-000013,dhq-000042,5.354649454,dhq-000042
dhq-000013,dhq-000043,4.008286999,dhq-000043
dhq-000013,dhq-000044,4.777955805,dhq-000044
dhq-000013,dhq-000045,3.266736499,dhq-000045
dhq-000013,dhq-000046,3.05860749,dhq-000046
dhq-000013,dhq-000047,1.847670256,dhq-000047
dhq-000013,dhq-000048,2.97481749,dhq-000048
dhq-000013,dhq-000049,2.920399933,dhq-000049
dhq-000013,dhq-000050,1.75415806,dhq-000050
dhq-000013,dhq-000051,2.27703266,dhq-000051
dhq-000013,dhq-000052,2.633246008,dhq-000052
dhq-000013,dhq-000053,2.35279054,dhq-000053
dhq-000013,dhq-000054,2.508987085,dhq-000054
dhq-000013,dhq-000055,1.851784876,dhq-000055
dhq-000013,dhq-000056,1.743612145,dhq-000056
dhq-000013,dhq-000057,2.341657096,dhq-000057
dhq-000013,dhq-000058,2.210981832,dhq-000058
dhq-000013,dhq-000059,2.337377266,dhq-000059
dhq-000013,dhq-000060,2.52706566,dhq-000060
dhq-000013,dhq-000061,3.073065962,dhq-000061
dhq-000013,dhq-000062,2.663350385,dhq-000062
dhq-000013,dhq-000063,2.993860596,dhq-000063
dhq-000013,dhq-000064,4.927293536,dhq-000064
dhq-000013,dhq-000065,1.765243971,dhq-000065
dhq-000013,dhq-000066,4.754835766,dhq-000066
dhq-000013,dhq-000067,3.135528704,dhq-000067
dhq-000013,dhq-000068,4.828496626,dhq-000068
dhq-000013,dhq-000069,3.596055096,dhq-000069
dhq-000013,dhq-000070,4.383926658,dhq-000070
dhq-000013,dhq-000071,3.681113022,dhq-000071
dhq-000013,dhq-000072,3.991690558,dhq-000072
dhq-000013,dhq-000073,2.203559739,dhq-000073
dhq-000013,dhq-000074,3.021346324,dhq-000074
dhq-000013,dhq-000075,1.079890325,dhq-000075
dhq-000013,dhq-000076,4.25010519,dhq-000076
dhq-000013,dhq-000077,2.46044214,dhq-000077
dhq-000013,dhq-000078,3.532563523,dhq-000078
dhq-000013,dhq-000079,3.319704528,dhq-000079
dhq-000013,dhq-000080,2.078872141,dhq-000080
dhq-000013,dhq-000081,3.786432174,dhq-000081
dhq-000013,dhq-000082,5.153024459,dhq-000082
dhq-000013,dhq-000083,2.16864182,dhq-000083
dhq-000013,dhq-000084,1.940911348,dhq-000084
dhq-000013,dhq-000085,1.562079858,dhq-000085
dhq-000013,dhq-000086,2.37499348,dhq-000086
dhq-000013,dhq-000087,4.263343451,dhq-000087
dhq-000013,dhq-000088,3.452469128,dhq-000088
dhq-000013,dhq-000089,1.582746705,dhq-000089
dhq-000013,dhq-000090,3.814452182,dhq-000090
dhq-000013,dhq-000091,4.502470963,dhq-000091
dhq-000013,dhq-000092,4.93808022,dhq-000092
dhq-000013,dhq-000093,4.987943838,dhq-000093
dhq-000013,dhq-000094,5.031480414,dhq-000094
dhq-000013,dhq-000095,1.928486394,dhq-000095
dhq-000013,dhq-000096,4.68226897,dhq-000096
dhq-000013,dhq-000097,4.350863062,dhq-000097
dhq-000013,dhq-000098,4.187740281,dhq-000098
dhq-000013,dhq-000099,4.027355774,dhq-000099
dhq-000013,dhq-000100,3.565396848,dhq-000100
dhq-000013,dhq-000101,4.186312418,dhq-000101
dhq-000013,dhq-000102,3.592774241,dhq-000102
dhq-000013,dhq-000103,4.041250044,dhq-000103
dhq-000013,dhq-000104,3.935851871,dhq-000104
dhq-000013,dhq-000105,4.288558417,dhq-000105
dhq-000013,dhq-000106,3.137877231,dhq-000106
dhq-000013,dhq-000107,3.044293828,dhq-000107
dhq-000013,dhq-000108,4.189543299,dhq-000108
dhq-000013,dhq-000109,2.810580602,dhq-000109
dhq-000013,dhq-000110,3.586535828,dhq-000110
dhq-000014,dhq-000015,3.474666002,dhq-000015
dhq-000014,dhq-000016,1.938652007,dhq-000016
dhq-000014,dhq-000017,1.924095482,dhq-000017
dhq-000014,dhq-000018,1.434509739,dhq-000018
dhq-000014,dhq-000019,3.720817403,dhq-000019
dhq-000014,dhq-000020,1.182875274,dhq-000020
dhq-000014,dhq-000021,1.930416411,dhq-000021
dhq-000014,dhq-000022,1.617781506,dhq-000022
dhq-000014,dhq-000023,2.806588353,dhq-000023
dhq-000014,dhq-000024,2.163154192,dhq-000024
dhq-000014,dhq-000025,2.70444548,dhq-000025
dhq-000014,dhq-000026,3.648971418,dhq-000026
dhq-000014,dhq-000027,2.675294338,dhq-000027
dhq-000014,dhq-000028,3.124701087,dhq-000028
dhq-000014,dhq-000029,2.200619289,dhq-000029
dhq-000014,dhq-000030,2.666184936,dhq-000030
dhq-000014,dhq-000031,2.826296702,dhq-000031
dhq-000014,dhq-000032,6.906665765,dhq-000032
dhq-000014,dhq-000033,3.398978828,dhq-000033
dhq-000014,dhq-000034,3.716154171,dhq-000034
dhq-000014,dhq-000035,3.010975286,dhq-000035
dhq-000014,dhq-000036,1.727340273,dhq-000036
dhq-000014,dhq-000037,1.692563273,dhq-000037
dhq-000014,dhq-000038,2.6930864,dhq-000038
dhq-000014,dhq-000039,2.743236833,dhq-000039
dhq-000014,dhq-000040,1.902579633,dhq-000040
dhq-000014,dhq-000041,2.183980635,dhq-000041
dhq-000014,dhq-000042,4.425150231,dhq-000042
dhq-000014,dhq-000043,2.755181944,dhq-000043
dhq-000014,dhq-000044,4.288685326,dhq-000044
dhq-000014,dhq-000045,1.463030758,dhq-000045
dhq-000014,dhq-000046,1.591051638,dhq-000046
dhq-000014,dhq-000047,1.600955687,dhq-000047
dhq-000014,dhq-000048,1.683280008,dhq-000048
dhq-000014,dhq-000049,1.981198501,dhq-000049
dhq-000014,dhq-000050,1.213544439,dhq-000050
dhq-000014,dhq-000051,2.419343183,dhq-000051
dhq-000014,dhq-000052,2.561397016,dhq-000052
dhq-000014,dhq-000053,1.512332537,dhq-000053
dhq-000014,dhq-000054,2.167069698,dhq-000054
dhq-000014,dhq-000055,0.718339584,dhq-000055
dhq-000014,dhq-000056,1.461061206,dhq-000056
dhq-000014,dhq-000057,2.074806942,dhq-000057
dhq-000014,dhq-000058,1.753364065,dhq-000058
dhq-000014,dhq-000059,1.598244777,dhq-000059
dhq-000014,dhq-000060,1.329596548,dhq-000060
dhq-000014,dhq-000061,2.71743307,dhq-000061
dhq-000014,dhq-000062,2.986644223,dhq-000062
dhq-000014,dhq-000063,2.171626086,dhq-000063
dhq-000014,dhq-000064,4.230645014,dhq-000064
dhq-000014,dhq-000065,1.122636573,dhq-000065
dhq-000014,dhq-000066,3.710040263,dhq-000066
dhq-000014,dhq-000067,2.451770838,dhq-000067
dhq-000014,dhq-000068,4.359438994,dhq-000068
dhq-000014,dhq-000069,3.477292454,dhq-000069
dhq-000014,dhq-000070,4.022917778,dhq-000070
dhq-000014,dhq-000071,3.200023206,dhq-000071
dhq-000014,dhq-000072,3.37320707,dhq-000072
dhq-000014,dhq-000073,1.555511671,dhq-000073
dhq-000014,dhq-000074,2.040457227,dhq-000074
dhq-000014,dhq-000075,0.390969683,dhq-000075
dhq-000014,dhq-000076,3.335957135,dhq-000076
dhq-000014,dhq-000077,1.61854892,dhq-000077
dhq-000014,dhq-000078,2.970056368,dhq-000078
dhq-000014,dhq-000079,2.974949663,dhq-000079
dhq-000014,dhq-000080,1.266054639,dhq-000080
dhq-000014,dhq-000081,3.205307586,dhq-000081
dhq-000014,dhq-000082,4.605626683,dhq-000082
dhq-000014,dhq-000083,2.85465023,dhq-000083
dhq-000014,dhq-000084,1.256124883,dhq-000084
dhq-000014,dhq-000085,0.949414122,dhq-000085
dhq-000014,dhq-000086,2.815069708,dhq-000086
dhq-000014,dhq-000087,2.000800296,dhq-000087
dhq-000014,dhq-000088,3.03102194,dhq-000088
dhq-000014,dhq-000089,3.274464777,dhq-000089
dhq-000014,dhq-000090,3.227997431,dhq-000090
dhq-000014,dhq-000091,2.212920922,dhq-000091
dhq-000014,dhq-000092,3.303088865,dhq-000092
dhq-000014,dhq-000093,3.258327902,dhq-000093
dhq-000014,dhq-000094,4.305211587,dhq-000094
dhq-000014,dhq-000095,1.202874626,dhq-000095
dhq-000014,dhq-000096,3.855769319,dhq-000096
dhq-000014,dhq-000097,3.544370425,dhq-000097
dhq-000014,dhq-000098,3.892775435,dhq-000098
dhq-000014,dhq-000099,2.089109474,dhq-000099
dhq-000014,dhq-000100,2.578850651,dhq-000100
dhq-000014,dhq-000101,4.117578641,dhq-000101
dhq-000014,dhq-000102,1.438507774,dhq-000102
dhq-000014,dhq-000103,2.190955357,dhq-000103
dhq-000014,dhq-000104,2.003646865,dhq-000104
dhq-000014,dhq-000105,2.621990452,dhq-000105
dhq-000014,dhq-000106,2.098108508,dhq-000106
dhq-000014,dhq-000107,2.318971943,dhq-000107
dhq-000014,dhq-000108,1.863789046,dhq-000108
dhq-000014,dhq-000109,1.111815357,dhq-000109
dhq-000014,dhq-000110,2.069373256,dhq-000110
dhq-000015,dhq-000016,3.349244002,dhq-000016
dhq-000015,dhq-000017,4.693703265,dhq-000017
dhq-000015,dhq-000018,4.827226176,dhq-000018
dhq-000015,dhq-000019,4.859960042,dhq-000019
dhq-000015,dhq-000020,3.97429789,dhq-000020
dhq-000015,dhq-000021,2.319670331,dhq-000021
dhq-000015,dhq-000022,4.603749354,dhq-000022
dhq-000015,dhq-000023,5.2708064,dhq-000023
dhq-000015,dhq-000024,5.742129237,dhq-000024
dhq-000015,dhq-000025,5.566221319,dhq-000025
dhq-000015,dhq-000026,6.046464053,dhq-000026
dhq-000015,dhq-000027,6.054324627,dhq-000027
dhq-000015,dhq-000028,5.713648485,dhq-000028
dhq-000015,dhq-000029,5.79382371,dhq-000029
dhq-000015,dhq-000030,4.546422085,dhq-000030
dhq-000015,dhq-000031,5.150585245,dhq-000031
dhq-000015,dhq-000032,9.237379182,dhq-000032
dhq-000015,dhq-000033,6.579518838,dhq-000033
dhq-000015,dhq-000034,5.833461369,dhq-000034
dhq-000015,dhq-000035,5.317857643,dhq-000035
dhq-000015,dhq-000036,4.202768643,dhq-000036
dhq-000015,dhq-000037,3.426846106,dhq-000037
dhq-000015,dhq-000038,5.37317702,dhq-000038
dhq-000015,dhq-000039,2.486713455,dhq-000039
dhq-000015,dhq-000040,4.446953241,dhq-000040
dhq-000015,dhq-000041,4.628584202,dhq-000041
dhq-000015,dhq-000042,6.750663088,dhq-000042
dhq-000015,dhq-000043,5.207810847,dhq-000043
dhq-000015,dhq-000044,7.043972038,dhq-000044
dhq-000015,dhq-000045,4.138086791,dhq-000045
dhq-000015,dhq-000046,3.846632789,dhq-000046
dhq-000015,dhq-000047,4.88214353,dhq-000047
dhq-000015,dhq-000048,2.610342097,dhq-000048
dhq-000015,dhq-000049,3.051220188,dhq-000049
dhq-000015,dhq-000050,4.183467485,dhq-000050
dhq-000015,dhq-000051,5.283551108,dhq-000051
dhq-000015,dhq-000052,5.123337061,dhq-000052
dhq-000015,dhq-000053,4.812692403,dhq-000053
dhq-000015,dhq-000054,4.943707447,dhq-000054
dhq-000015,dhq-000055,3.972947588,dhq-000055
dhq-000015,dhq-000056,4.453168953,dhq-000056
dhq-000015,dhq-000057,4.459914402,dhq-000057
dhq-000015,dhq-000058,4.299263941,dhq-000058
dhq-000015,dhq-000059,4.364050288,dhq-000059
dhq-000015,dhq-000060,4.100765605,dhq-000060
dhq-000015,dhq-000061,5.263966181,dhq-000061
dhq-000015,dhq-000062,4.064529723,dhq-000062
dhq-000015,dhq-000063,5.159029535,dhq-000063
dhq-000015,dhq-000064,6.843293132,dhq-000064
dhq-000015,dhq-000065,3.569921304,dhq-000065
dhq-000015,dhq-000066,6.080240151,dhq-000066
dhq-000015,dhq-000067,5.357039062,dhq-000067
dhq-000015,dhq-000068,7.11600207,dhq-000068
dhq-000015,dhq-000069,4.124384891,dhq-000069
dhq-000015,dhq-000070,5.170477436,dhq-000070
dhq-000015,dhq-000071,5.651016651,dhq-000071
dhq-000015,dhq-000072,4.87226523,dhq-000072
dhq-000015,dhq-000073,4.037495956,dhq-000073
dhq-000015,dhq-000074,1.763286494,dhq-000074
dhq-000015,dhq-000075,4.042596173,dhq-000075
dhq-000015,dhq-000076,5.197789028,dhq-000076
dhq-000015,dhq-000077,4.481903047,dhq-000077
dhq-000015,dhq-000078,3.219153951,dhq-000078
dhq-000015,dhq-000079,4.286891552,dhq-000079
dhq-000015,dhq-000080,4.959847064,dhq-000080
dhq-000015,dhq-000081,0.270633954,dhq-000081
dhq-000015,dhq-000082,7.266968697,dhq-000082
dhq-000015,dhq-000083,5.822505598,dhq-000083
dhq-000015,dhq-000084,4.091670075,dhq-000084
dhq-000015,dhq-000085,3.816199628,dhq-000085
dhq-000015,dhq-000086,5.741274266,dhq-000086
dhq-000015,dhq-000087,3.331176918,dhq-000087
dhq-000015,dhq-000088,4.421272036,dhq-000088
dhq-000015,dhq-000089,4.929673077,dhq-000089
dhq-000015,dhq-000090,6.104093512,dhq-000090
dhq-000015,dhq-000091,5.750450689,dhq-000091
dhq-000015,dhq-000092,6.303898691,dhq-000092
dhq-000015,dhq-000093,6.385687222,dhq-000093
dhq-000015,dhq-000094,5.603777386,dhq-000094
dhq-000015,dhq-000095,3.423360403,dhq-000095
dhq-000015,dhq-000096,2.00541776,dhq-000096
dhq-000015,dhq-000097,5.603275143,dhq-000097
dhq-000015,dhq-000098,5.188406782,dhq-000098
dhq-000015,dhq-000099,4.904594754,dhq-000099
dhq-000015,dhq-000100,4.640045624,dhq-000100
dhq-000015,dhq-000101,6.710658128,dhq-000101
dhq-000015,dhq-000102,5.659300793,dhq-000102
dhq-000015,dhq-000103,5.788974219,dhq-000103
dhq-000015,dhq-000104,4.390439969,dhq-000104
dhq-000015,dhq-000105,1.633095922,dhq-000105
dhq-000015,dhq-000106,5.09662278,dhq-000106
dhq-000015,dhq-000107,4.690338013,dhq-000107
dhq-000015,dhq-000108,3.828831108,dhq-000108
dhq-000015,dhq-000109,4.180084039,dhq-000109
dhq-000015,dhq-000110,4.695591934,dhq-000110
dhq-000016,dhq-000017,2.16318099,dhq-000017
dhq-000016,dhq-000018,3.581660684,dhq-000018
dhq-000016,dhq-000019,5.125279837,dhq-000019
dhq-000016,dhq-000020,0.675500344,dhq-000020
dhq-000016,dhq-000021,2.952052505,dhq-000021
dhq-000016,dhq-000022,2.980529689,dhq-000022
dhq-000016,dhq-000023,3.798936286,dhq-000023
dhq-000016,dhq-000024,2.999827692,dhq-000024
dhq-000016,dhq-000025,3.821572296,dhq-000025
dhq-000016,dhq-000026,4.656410959,dhq-000026
dhq-000016,dhq-000027,4.791157365,dhq-000027
dhq-000016,dhq-000028,3.595968569,dhq-000028
dhq-000016,dhq-000029,4.4720153,dhq-000029
dhq-000016,dhq-000030,3.994760915,dhq-000030
dhq-000016,dhq-000031,4.031537924,dhq-000031
dhq-000016,dhq-000032,8.174470161,dhq-000032
dhq-000016,dhq-000033,5.438994002,dhq-000033
dhq-000016,dhq-000034,5.243115738,dhq-000034
dhq-000016,dhq-000035,3.520387777,dhq-000035
dhq-000016,dhq-000036,1.295187873,dhq-000036
dhq-000016,dhq-000037,1.771714483,dhq-000037
dhq-000016,dhq-000038,2.967758481,dhq-000038
dhq-000016,dhq-000039,4.008935521,dhq-000039
dhq-000016,dhq-000040,2.750356454,dhq-000040
dhq-000016,dhq-000041,4.138037401,dhq-000041
dhq-000016,dhq-000042,6.134683882,dhq-000042
dhq-000016,dhq-000043,5.650585048,dhq-000043
dhq-000016,dhq-000044,5.810917411,dhq-000044
dhq-000016,dhq-000045,3.838547322,dhq-000045
dhq-000016,dhq-000046,1.474438219,dhq-000046
dhq-000016,dhq-000047,0.988897194,dhq-000047
dhq-000016,dhq-000048,2.268756784,dhq-000048
dhq-000016,dhq-000049,2.01625941,dhq-000049
dhq-000016,dhq-000050,2.246406119,dhq-000050
dhq-000016,dhq-000051,3.960710997,dhq-000051
dhq-000016,dhq-000052,3.056248105,dhq-000052
dhq-000016,dhq-000053,3.452403854,dhq-000053
dhq-000016,dhq-000054,3.00242031,dhq-000054
dhq-000016,dhq-000055,1.692486126,dhq-000055
dhq-000016,dhq-000056,2.090531159,dhq-000056
dhq-000016,dhq-000057,2.018748369,dhq-000057
dhq-000016,dhq-000058,2.51551974,dhq-000058
dhq-000016,dhq-000059,2.344516176,dhq-000059
dhq-000016,dhq-000060,2.803755687,dhq-000060
dhq-000016,dhq-000061,3.006314229,dhq-000061
dhq-000016,dhq-000062,3.969058817,dhq-000062
dhq-000016,dhq-000063,0.330239225,dhq-000063
dhq-000016,dhq-000064,3.689472738,dhq-000064
dhq-000016,dhq-000065,2.477500154,dhq-000065
dhq-000016,dhq-000066,5.126369995,dhq-000066
dhq-000016,dhq-000067,3.957665866,dhq-000067
dhq-000016,dhq-000068,5.846678763,dhq-000068
dhq-000016,dhq-000069,5.067221863,dhq-000069
dhq-000016,dhq-000070,3.387321386,dhq-000070
dhq-000016,dhq-000071,3.075490577,dhq-000071
dhq-000016,dhq-000072,3.584106595,dhq-000072
dhq-000016,dhq-000073,2.108395876,dhq-000073
dhq-000016,dhq-000074,2.46240727,dhq-000074
dhq-000016,dhq-000075,2.244664699,dhq-000075
dhq-000016,dhq-000076,3.941430708,dhq-000076
dhq-000016,dhq-000077,1.157601494,dhq-000077
dhq-000016,dhq-000078,2.859424804,dhq-000078
dhq-000016,dhq-000079,2.703213336,dhq-000079
dhq-000016,dhq-000080,1.677892337,dhq-000080
dhq-000016,dhq-000081,3.173200307,dhq-000081
dhq-000016,dhq-000082,5.978423656,dhq-000082
dhq-000016,dhq-000083,2.48687771,dhq-000083
dhq-000016,dhq-000084,0.853156461,dhq-000084
dhq-000016,dhq-000085,2.144976825,dhq-000085
dhq-000016,dhq-000086,1.391872872,dhq-000086
dhq-000016,dhq-000087,3.612860803,dhq-000087
dhq-000016,dhq-000088,4.135964025,dhq-000088
dhq-000016,dhq-000089,3.951154947,dhq-000089
dhq-000016,dhq-000090,4.370743483,dhq-000090
dhq-000016,dhq-000091,4.319546022,dhq-000091
dhq-000016,dhq-000092,5.667123704,dhq-000092
dhq-000016,dhq-000093,5.73637504,dhq-000093
dhq-000016,dhq-000094,5.759618333,dhq-000094
dhq-000016,dhq-000095,1.220533866,dhq-000095
dhq-000016,dhq-000096,5.422953725,dhq-000096
dhq-000016,dhq-000097,4.915840885,dhq-000097
dhq-000016,dhq-000098,5.62853034,dhq-000098
dhq-000016,dhq-000099,3.288009108,dhq-000099
dhq-000016,dhq-000100,3.848814804,dhq-000100
dhq-000016,dhq-000101,5.748792954,dhq-000101
dhq-000016,dhq-000102,3.648077436,dhq-000102
dhq-000016,dhq-000103,4.707682886,dhq-000103
dhq-000016,dhq-000104,4.558145135,dhq-000104
dhq-000016,dhq-000105,4.305013677,dhq-000105
dhq-000016,dhq-000106,0.818744575,dhq-000106
dhq-000016,dhq-000107,3.490277945,dhq-000107
dhq-000016,dhq-000108,4.732368792,dhq-000108
dhq-000016,dhq-000109,3.098449411,dhq-000109
dhq-000016,dhq-000110,2.734937419,dhq-000110
dhq-000017,dhq-000018,1.817156729,dhq-000018
dhq-000017,dhq-000019,5.5642588,dhq-000019
dhq-000017,dhq-000020,1.717850805,dhq-000020
dhq-000017,dhq-000021,3.775904493,dhq-000021
dhq-000017,dhq-000022,3.414195673,dhq-000022
dhq-000017,dhq-000023,4.034372649,dhq-000023
dhq-000017,dhq-000024,4.770322229,dhq-000024
dhq-000017,dhq-000025,4.60377874,dhq-000025
dhq-000017,dhq-000026,5.186643606,dhq-000026
dhq-000017,dhq-000027,5.148181379,dhq-000027
dhq-000017,dhq-000028,4.4432074,dhq-000028
dhq-000017,dhq-000029,3.834170337,dhq-000029
dhq-000017,dhq-000030,3.590409637,dhq-000030
dhq-000017,dhq-000031,4.259180575,dhq-000031
dhq-000017,dhq-000032,8.296070404,dhq-000032
dhq-000017,dhq-000033,5.296667962,dhq-000033
dhq-000017,dhq-000034,5.712131692,dhq-000034
dhq-000017,dhq-000035,5.01106283,dhq-000035
dhq-000017,dhq-000036,2.790937951,dhq-000036
dhq-000017,dhq-000037,1.533019036,dhq-000037
dhq-000017,dhq-000038,4.116390921,dhq-000038
dhq-000017,dhq-000039,2.418448505,dhq-000039
dhq-000017,dhq-000040,2.317069285,dhq-000040
dhq-000017,dhq-000041,3.533134136,dhq-000041
dhq-000017,dhq-000042,5.567838004,dhq-000042
dhq-000017,dhq-000043,3.052300873,dhq-000043
dhq-000017,dhq-000044,5.716564789,dhq-000044
dhq-000017,dhq-000045,1.817819034,dhq-000045
dhq-000017,dhq-000046,0.376591224,dhq-000046
dhq-000017,dhq-000047,1.992912811,dhq-000047
dhq-000017,dhq-000048,1.053303815,dhq-000048
dhq-000017,dhq-000049,3.449899199,dhq-000049
dhq-000017,dhq-000050,2.906327378,dhq-000050
dhq-000017,dhq-000051,3.822558285,dhq-000051
dhq-000017,dhq-000052,4.156107037,dhq-000052
dhq-000017,dhq-000053,3.972063282,dhq-000053
dhq-000017,dhq-000054,2.414666509,dhq-000054
dhq-000017,dhq-000055,2.552931637,dhq-000055
dhq-000017,dhq-000056,2.368814918,dhq-000056
dhq-000017,dhq-000057,3.610853829,dhq-000057
dhq-000017,dhq-000058,2.705615593,dhq-000058
dhq-000017,dhq-000059,1.868986283,dhq-000059
dhq-000017,dhq-000060,3.516346667,dhq-000060
dhq-000017,dhq-000061,3.012616944,dhq-000061
dhq-000017,dhq-000062,2.577092893,dhq-000062
dhq-000017,dhq-000063,3.037049308,dhq-000063
dhq-000017,dhq-000064,4.941703858,dhq-000064
dhq-000017,dhq-000065,3.799761247,dhq-000065
dhq-000017,dhq-000066,5.055706487,dhq-000066
dhq-000017,dhq-000067,4.633637061,dhq-000067
dhq-000017,dhq-000068,6.229152553,dhq-000068
dhq-000017,dhq-000069,4.072247461,dhq-000069
dhq-000017,dhq-000070,5.883784695,dhq-000070
dhq-000017,dhq-000071,3.658849398,dhq-000071
dhq-000017,dhq-000072,4.358820928,dhq-000072
dhq-000017,dhq-000073,3.012779644,dhq-000073
